"Country or Area","Year","Area","Type of housing unit","Tenure","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Dominican Republic","2002","Rural","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","99721",""
"Dominican Republic","2002","Rural","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","6457",""
"Dominican Republic","2002","Rural","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","66",""
"Ecuador","2010","Total","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2015","3748919","28"
"Ecuador","2010","Total","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","2412030","28"
"Ecuador","2010","Total","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","804411","28"
"Ecuador","2010","Total","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","473943","28"
"Ecuador","2010","Total","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","58535","28"
"Ecuador","2010","Total","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2015","3748919","28"
"Ecuador","2010","Total","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","2412030","28"
"Ecuador","2010","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","804411","28"
"Ecuador","2010","Total","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","473943","28"
"Ecuador","2010","Total","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","58535","28"
"Ecuador","2010","Urban","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2015","2391499","28"
"Ecuador","2010","Urban","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","1417966","28"
"Ecuador","2010","Urban","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","691798","28"
"Ecuador","2010","Urban","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","264474","28"
"Ecuador","2010","Urban","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","17261","28"
"Ecuador","2010","Urban","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2015","2391499","28"
"Ecuador","2010","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","1417966","28"
"Ecuador","2010","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","691798","28"
"Ecuador","2010","Urban","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","264474","28"
"Ecuador","2010","Urban","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","17261","28"
"Ecuador","2010","Rural","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2015","1357420","28"
"Ecuador","2010","Rural","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","994064","28"
"Ecuador","2010","Rural","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","112613","28"
"Ecuador","2010","Rural","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","209469","28"
"Ecuador","2010","Rural","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","41274","28"
"Ecuador","2010","Rural","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2015","1357420","28"
"Ecuador","2010","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","994064","28"
"Ecuador","2010","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2015","112613","28"
"Ecuador","2010","Rural","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2015","209469","28"
"Ecuador","2010","Rural","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2015","41274","28"
"Egypt","2017","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2019","23455079",""
"Egypt","2017","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","17797274",""
"Egypt","2017","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","3117715",""
"Egypt","2017","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2019","2531385",""
"Egypt","2017","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2019","8705",""
"Egypt","2017","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2019","23417939",""
"Egypt","2017","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","17781536",""
"Egypt","2017","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","3114088",""
"Egypt","2017","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2019","2519817",""
"Egypt","2017","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2019","2498",""
"Egypt","2017","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2019","37140",""
"Egypt","2017","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","15738",""
"Egypt","2017","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","3627",""
"Egypt","2017","Total","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2019","11568",""
"Egypt","2017","Total","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2019","6207",""
"Egypt","2017","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2019","10342779",""
"Egypt","2017","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","6869457",""
"Egypt","2017","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","2753621",""
"Egypt","2017","Urban","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2019","715030",""
"Egypt","2017","Urban","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2019","4671",""
"Egypt","2017","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2019","10324705",""
"Egypt","2017","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","6863216",""
"Egypt","2017","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","2750576",""
"Egypt","2017","Urban","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2019","709716",""
"Egypt","2017","Urban","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2019","1197",""
"Egypt","2017","Urban","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2019","18074",""
"Egypt","2017","Urban","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","6241",""
"Egypt","2017","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","3045",""
"Egypt","2017","Urban","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2019","5314",""
"Egypt","2017","Urban","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2019","3474",""
"Egypt","2017","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2019","13112300",""
"Egypt","2017","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","10927817",""
"Egypt","2017","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","364094",""
"Egypt","2017","Rural","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2019","1816355",""
"Egypt","2017","Rural","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2019","4034",""
"Egypt","2017","Rural","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2019","13093234",""
"Egypt","2017","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","10918320",""
"Egypt","2017","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","363512",""
"Egypt","2017","Rural","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2019","1810101",""
"Egypt","2017","Rural","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2019","1301",""
"Egypt","2017","Rural","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2019","19066",""
"Egypt","2017","Rural","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","9497",""
"Egypt","2017","Rural","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","582",""
"Egypt","2017","Rural","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2019","6254",""
"Egypt","2017","Rural","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2019","2733",""
"Estonia","2021","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2022","556962",""
"Estonia","2021","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2022","382673",""
"Estonia","2021","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2022","102958",""
"Estonia","2021","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2022","4881",""
"Estonia","2021","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2022","59695",""
"Estonia","2021","Total","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2022","6755",""
"Estonia","2021","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2022","391212",""
"Estonia","2021","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2022","267076",""
"Estonia","2021","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2022","76654",""
"Estonia","2021","Urban","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2022","2970",""
"Estonia","2021","Urban","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2022","39201",""
"Estonia","2021","Urban","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2022","5311",""
"Estonia","2021","Rural","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2022","165750",""
"Estonia","2021","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2022","115597",""
"Estonia","2021","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2022","26304",""
"Estonia","2021","Rural","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2022","1911",""
"Estonia","2021","Rural","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2022","20494",""
"Estonia","2021","Rural","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2022","1444",""
"Estonia","2011","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2012","587932",""
"Estonia","2011","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","465023",""
"Estonia","2011","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","53921",""
"Estonia","2011","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","62602",""
"Estonia","2011","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","0",""
"Estonia","2011","Total","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","6386",""
"Estonia","2011","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2012","586675",""
"Estonia","2011","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","464216",""
"Estonia","2011","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","53872",""
"Estonia","2011","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","62242",""
"Estonia","2011","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","0",""
"Estonia","2011","Total","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","6345",""
"Estonia","2011","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2012","1257",""
"Estonia","2011","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","807",""
"Estonia","2011","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","49",""
"Estonia","2011","Total","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","360",""
"Estonia","2011","Total","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","0",""
"Estonia","2011","Total","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","41",""
"Estonia","2011","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2012","414314",""
"Estonia","2011","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","322875",""
"Estonia","2011","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","45407",""
"Estonia","2011","Urban","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","41201",""
"Estonia","2011","Urban","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","0",""
"Estonia","2011","Urban","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","4831",""
"Estonia","2011","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2012","414040",""
"Estonia","2011","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","322722",""
"Estonia","2011","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","45388",""
"Estonia","2011","Urban","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","41121",""
"Estonia","2011","Urban","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","0",""
"Estonia","2011","Urban","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","4809",""
"Estonia","2011","Urban","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2012","274",""
"Estonia","2011","Urban","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","153",""
"Estonia","2011","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","19",""
"Estonia","2011","Urban","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","80",""
"Estonia","2011","Urban","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","0",""
"Estonia","2011","Urban","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","22",""
"Estonia","2011","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2012","173618",""
"Estonia","2011","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","142148",""
"Estonia","2011","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","8514",""
"Estonia","2011","Rural","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","21401",""
"Estonia","2011","Rural","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","0",""
"Estonia","2011","Rural","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","1555",""
"Estonia","2011","Rural","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2012","172635",""
"Estonia","2011","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","141494",""
"Estonia","2011","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","8484",""
"Estonia","2011","Rural","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","21121",""
"Estonia","2011","Rural","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","0",""
"Estonia","2011","Rural","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","1536",""
"Estonia","2011","Rural","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2012","983",""
"Estonia","2011","Rural","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","654",""
"Estonia","2011","Rural","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","30",""
"Estonia","2011","Rural","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","280",""
"Estonia","2011","Rural","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","0",""
"Estonia","2011","Rural","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","19",""
"Eswatini","2007","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2009","212195","29"
"Eswatini","2007","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","146492","29"
"Eswatini","2007","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","39009","29"
"Eswatini","2007","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","22833","29"
"Eswatini","2007","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","2175","29"
"Eswatini","2007","Total","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","1686","29"
"Eswatini","2007","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2009","48615","29"
"Eswatini","2007","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","13079","29"
"Eswatini","2007","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","19341","29"
"Eswatini","2007","Urban","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","14608","29"
"Eswatini","2007","Urban","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","1013","29"
"Eswatini","2007","Urban","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","574","29"
"Eswatini","2007","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2009","163580","29"
"Eswatini","2007","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","133413","29"
"Eswatini","2007","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","19668","29"
"Eswatini","2007","Rural","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","8225","29"
"Eswatini","2007","Rural","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","1162","29"
"Eswatini","2007","Rural","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","1112","29"
"Finland","2021","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2021","2766679",""
"Finland","2021","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","1724116",""
"Finland","2021","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","952953",""
"Finland","2021","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","74396",""
"Finland","2021","Total","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2021","15214",""
"Finland","2021","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2021","2766679",""
"Finland","2021","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","1724116",""
"Finland","2021","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","952953",""
"Finland","2021","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","74396",""
"Finland","2021","Total","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2021","15214",""
"Finland","2021","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2021","2032347",""
"Finland","2021","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","1162666",""
"Finland","2021","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","800004",""
"Finland","2021","Urban","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","60322",""
"Finland","2021","Urban","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2021","9355",""
"Finland","2021","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2021","2032347",""
"Finland","2021","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","1162666",""
"Finland","2021","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","800004",""
"Finland","2021","Urban","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","60322",""
"Finland","2021","Urban","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2021","9355",""
"Finland","2021","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2021","734332",""
"Finland","2021","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","561450",""
"Finland","2021","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","152949",""
"Finland","2021","Rural","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","14074",""
"Finland","2021","Rural","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2021","5859",""
"Finland","2021","Rural","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2021","734332",""
"Finland","2021","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","561450",""
"Finland","2021","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","152949",""
"Finland","2021","Rural","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","14074",""
"Finland","2021","Rural","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2021","5859",""
"Finland","2010","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2011","2537197",""
"Finland","2010","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","1661480",""
"Finland","2010","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","772103",""
"Finland","2010","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2011","74536",""
"Finland","2010","Total","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","29078",""
"Finland","2010","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2011","2537197",""
"Finland","2010","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","1661480",""
"Finland","2010","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","772103",""
"Finland","2010","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2011","74536",""
"Finland","2010","Total","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","29078",""
"Finland","2010","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2011","1771648",""
"Finland","2010","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","1069923",""
"Finland","2010","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","623447",""
"Finland","2010","Urban","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2011","59457",""
"Finland","2010","Urban","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","18821",""
"Finland","2010","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2011","1771648",""
"Finland","2010","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","1069923",""
"Finland","2010","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","623447",""
"Finland","2010","Urban","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2011","59457",""
"Finland","2010","Urban","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","18821",""
"Finland","2010","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2011","765549",""
"Finland","2010","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","591557",""
"Finland","2010","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","148656",""
"Finland","2010","Rural","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2011","15079",""
"Finland","2010","Rural","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","10257",""
"Finland","2010","Rural","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2011","765549",""
"Finland","2010","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","591557",""
"Finland","2010","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2011","148656",""
"Finland","2010","Rural","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2011","15079",""
"Finland","2010","Rural","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2011","10257",""
"France","2015","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2018","28300830.740163",""
"France","2015","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","16322258.7310849",""
"France","2015","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","11306076.9495459",""
"France","2015","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","635243.059532195",""
"France","2015","Total","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","37252",""
"France","2015","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2018","28068334.5261576",""
"France","2015","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","16281315.4316074",""
"France","2015","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","11225621.4378986",""
"France","2015","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","561397.656651558",""
"France","2015","Total","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","0",""
"France","2015","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2018","232496.214005403",""
"France","2015","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","40943.2994774307",""
