iso3,income_cat,hazard,capital_t,sigma_h,delta_k_h_eff,productivity_pi,savings_s_h,delta_i_h_pds,eta,delta_tax_sp,discount_rate_rho,k_h_eff,delta_c_h_max,lambda_h_init,lambda_h,consumption_floor_xi,t_hat,t_tilde,delta_tilde_k_h_eff
EST,q1,Wind,50,0.3774472182003195,25755.028600161044,0.2239238114723021,0.0,0,1.5,0,0.06,41410.909449105246,,0.2,0.26941352947583674,,0.0,0.0,25755.028600161044
EST,q2,Earthquake,50,0.3774472182003195,25992.229827413084,0.2239238114723021,0.0,0,1.5,0,0.06,97515.36612279588,,0.2,0.8951060553526922,,0.0,0.0,25992.229827413084
EST,q2,Flood,50,0.3774472182003195,42839.02754004021,0.2239238114723021,0.0,0,1.5,0,0.06,97515.36612279588,,0.2,0.5004547671180944,,0.0,0.0,42839.02754004021
EST,q2,Storm surge,50,0.3774472182003195,42839.02754004021,0.2239238114723021,0.0,0,1.5,0,0.06,97515.36612279588,,0.2,0.5004547671180944,,0.0,0.0,42839.02754004021
EST,q2,Tsunami,50,0.3774472182003195,42839.02754004021,0.2239238114723021,0.0,0,1.5,0,0.06,97515.36612279588,,0.2,0.5004547671180944,,0.0,0.0,42839.02754004021
EST,q2,Wind,50,0.3774472182003195,30269.32117105293,0.2239238114723021,0.0,0,1.5,0,0.06,97515.36612279588,,0.2,0.7704708897918295,,0.0,0.0,30269.32117105293
EST,q3,Earthquake,50,0.3774472182003195,35635.323766015805,0.2239238114723021,0.0,0,1.5,0,0.06,133693.47943678344,,0.2,0.8916441806478822,,0.0,0.0,35635.323766015805
EST,q3,Flood,50,0.3774472182003195,35635.32376601578,0.2239238114723021,0.0,0,1.5,0,0.06,133693.47943678344,,0.2,0.8916441806478822,,0.0,0.0,35635.32376601578
EST,q3,Storm surge,50,0.3774472182003195,35635.32376601578,0.2239238114723021,0.0,0,1.5,0,0.06,133693.47943678344,,0.2,0.8916441806478822,,0.0,0.0,35635.32376601578
EST,q3,Tsunami,50,0.3774472182003195,35635.32376601578,0.2239238114723021,0.0,0,1.5,0,0.06,133693.47943678344,,0.2,0.8916441806478822,,0.0,0.0,35635.32376601578
EST,q3,Wind,50,0.3774472182003195,35635.32376601578,0.2239238114723021,0.0,0,1.5,0,0.06,133693.47943678344,,0.2,0.8916441806478822,,0.0,0.0,35635.32376601578
EST,q4,Earthquake,50,0.3774472182003195,56545.48856301299,0.2239238114723021,0.0,0,1.5,0,0.06,212142.40011063244,,0.2,0.9032059913027921,,0.0,0.0,56545.48856301299
EST,q4,Flood,50,0.3774472182003195,56545.48856301299,0.2239238114723021,0.0,0,1.5,0,0.06,212142.40011063244,,0.2,0.9032059913027921,,0.0,0.0,56545.48856301299
EST,q4,Storm surge,50,0.3774472182003195,56545.48856301299,0.2239238114723021,0.0,0,1.5,0,0.06,212142.40011063244,,0.2,0.9032059913027921,,0.0,0.0,56545.48856301299
EST,q4,Tsunami,50,0.3774472182003195,56545.48856301299,0.2239238114723021,0.0,0,1.5,0,0.06,212142.40011063244,,0.2,0.9032059913027921,,0.0,0.0,56545.48856301299
EST,q4,Wind,50,0.3774472182003195,56545.48856301299,0.2239238114723021,0.0,0,1.5,0,0.06,212142.40011063244,,0.2,0.9032059913027921,,0.0,0.0,56545.48856301299
EST,q5,Earthquake,50,0.3774472182003195,32732.649002460483,0.2239238114723021,0.0,0,1.5,0,0.06,357305.92569332354,,0.2,2.113220217106835,,0.0,0.0,32732.649002460483
EST,q5,Flood,50,0.3774472182003195,95238.09537486223,0.2239238114723021,0.0,0,1.5,0,0.06,357305.92569332354,,0.2,0.9022660606317612,,0.0,0.0,95238.09537486223
EST,q5,Storm surge,50,0.3774472182003195,95238.09537486223,0.2239238114723021,0.0,0,1.5,0,0.06,357305.92569332354,,0.2,0.9022660606317612,,0.0,0.0,95238.09537486223
EST,q5,Tsunami,50,0.3774472182003195,95238.09537486223,0.2239238114723021,0.0,0,1.5,0,0.06,357305.92569332354,,0.2,0.9022660606317612,,0.0,0.0,95238.09537486223
EST,q5,Wind,50,0.3774472182003195,72209.77302713753,0.2239238114723021,0.0,0,1.5,0,0.06,357305.92569332354,,0.2,1.1671288057623794,,0.0,0.0,72209.77302713753
FIN,q1,Earthquake,50,0.2703321074829081,46256.51548673409,0.1999180459504058,0.0,0,1.5,0,0.06,87854.5519791531,,0.2,0.47692519206299056,,0.0,0.0,46256.51548673409
FIN,q1,Flood,50,0.2703321074829081,51385.01906038707,0.1999180459504058,0.0,0,1.5,0,0.06,87854.5519791531,,0.2,0.3909526117829313,,0.0,0.0,51385.01906038707
FIN,q1,Storm surge,50,0.2703321074829081,51385.01906038707,0.1999180459504058,0.0,0,1.5,0,0.06,87854.5519791531,,0.2,0.3909526117829313,,0.0,0.0,51385.01906038707
FIN,q1,Tsunami,50,0.2703321074829081,51385.01906038707,0.1999180459504058,0.0,0,1.5,0,0.06,87854.5519791531,,0.2,0.3909526117829313,,0.0,0.0,51385.01906038707
FIN,q1,Wind,50,0.2703321074829081,51385.01906038707,0.1999180459504058,0.0,0,1.5,0,0.06,87854.5519791531,,0.2,0.3909526117829313,,0.0,0.0,51385.01906038707
FIN,q2,Earthquake,50,0.2703321074829081,43923.62386605679,0.1999180459504058,0.0,0,1.5,0,0.06,175227.6737871034,,0.2,1.2130725996244205,,0.0,0.0,43923.62386605679
FIN,q2,Flood,50,0.2703321074829081,102488.45568746584,0.1999180459504058,0.0,0,1.5,0,0.06,175227.6737871034,,0.2,0.3912213948007132,,0.0,0.0,102488.45568746584
FIN,q2,Storm surge,50,0.2703321074829081,102488.45568746584,0.1999180459504058,0.0,0,1.5,0,0.06,175227.6737871034,,0.2,0.3912213948007132,,0.0,0.0,102488.45568746584
FIN,q2,Tsunami,50,0.2703321074829081,102488.45568746584,0.1999180459504058,0.0,0,1.5,0,0.06,175227.6737871034,,0.2,0.3912213948007132,,0.0,0.0,102488.45568746584
FIN,q2,Wind,50,0.2703321074829081,74745.4849026948,0.1999180459504058,0.0,0,1.5,0,0.06,175227.6737871034,,0.2,0.6604902537984886,,0.0,0.0,74745.4849026948
FIN,q3,Earthquake,50,0.2703321074829081,49674.216358030004,0.1999180459504058,0.0,0,1.5,0,0.06,198168.92627434977,,0.2,1.212734404389223,,0.0,0.0,49674.216358030004
FIN,q3,Flood,50,0.2703321074829081,50595.66585384565,0.1999180459504058,0.0,0,1.5,0,0.06,198168.92627434977,,0.2,1.1727064840504313,,0.0,0.0,50595.66585384565
FIN,q3,Storm surge,50,0.2703321074829081,50595.66585384565,0.1999180459504058,0.0,0,1.5,0,0.06,198168.92627434977,,0.2,1.1727064840504313,,0.0,0.0,50595.66585384565
FIN,q3,Tsunami,50,0.2703321074829081,50595.66585384565,0.1999180459504058,0.0,0,1.5,0,0.06,198168.92627434977,,0.2,1.1727064840504313,,0.0,0.0,50595.66585384565
FIN,q3,Wind,50,0.2703321074829081,49674.21635802999,0.1999180459504058,0.0,0,1.5,0,0.06,198168.92627434977,,0.2,1.212734404389223,,0.0,0.0,49674.21635802999
FIN,q4,Earthquake,50,0.2703321074829081,72705.27231116302,0.1999180459504058,0.0,0,1.5,0,0.06,293648.0586740975,,0.2,1.2261192405155539,,0.0,0.0,72705.27231116302
FIN,q4,Flood,50,0.2703321074829081,73607.59062446744,0.1999180459504058,0.0,0,1.5,0,0.06,293648.0586740975,,0.2,1.212149593375424,,0.0,0.0,73607.59062446744
FIN,q4,Storm surge,50,0.2703321074829081,73607.59062446744,0.1999180459504058,0.0,0,1.5,0,0.06,293648.0586740975,,0.2,1.212149593375424,,0.0,0.0,73607.59062446744
FIN,q4,Tsunami,50,0.2703321074829081,73607.59062446744,0.1999180459504058,0.0,0,1.5,0,0.06,293648.0586740975,,0.2,1.212149593375424,,0.0,0.0,73607.59062446744
FIN,q4,Wind,50,0.2703321074829081,73607.59062446744,0.1999180459504058,0.0,0,1.5,0,0.06,293648.0586740975,,0.2,1.212149593375424,,0.0,0.0,73607.59062446744
FIN,q5,Earthquake,50,0.2703321074829081,39896.39068889945,0.1999180459504058,0.0,0,1.5,0,0.06,477484.6279238652,,0.2,2.8267375418125305,,0.0,0.0,39896.39068889945
FIN,q5,Flood,50,0.2703321074829081,119689.17206669846,0.1999180459504058,0.0,0,1.5,0,0.06,477484.6279238652,,0.2,1.2108845808562254,,0.0,0.0,119689.17206669846
FIN,q5,Storm surge,50,0.2703321074829081,119689.17206669846,0.1999180459504058,0.0,0,1.5,0,0.06,477484.6279238652,,0.2,1.2108845808562254,,0.0,0.0,119689.17206669846
FIN,q5,Tsunami,50,0.2703321074829081,119689.17206669846,0.1999180459504058,0.0,0,1.5,0,0.06,477484.6279238652,,0.2,1.2108845808562254,,0.0,0.0,119689.17206669846
FIN,q5,Wind,50,0.2703321074829081,80780.11961921446,0.1999180459504058,0.0,0,1.5,0,0.06,477484.6279238652,,0.2,1.7007871218396868,,0.0,0.0,80780.11961921446
FRA,q1,Earthquake,50,0.3844109044492808,41597.73114156451,0.1766812468382362,0.0,0,1.5,0,0.06,68563.46117529605,,0.2,0.21424173836997895,,0.0,0.0,41597.73114156451
FRA,q1,Flood,50,0.3844109044492808,41597.73114156451,0.1766812468382362,0.0,0,1.5,0,0.06,68563.46117529605,,0.2,0.21424173836997895,,0.0,0.0,41597.73114156451
FRA,q1,Storm surge,50,0.3844109044492808,41597.73114156451,0.1766812468382362,0.0,0,1.5,0,0.06,68563.46117529605,,0.2,0.21424173836997895,,0.0,0.0,41597.73114156451
FRA,q1,Tsunami,50,0.3844109044492808,41597.73114156451,0.1766812468382362,0.0,0,1.5,0,0.06,68563.46117529605,,0.2,0.21424173836997895,,0.0,0.0,41597.73114156451
FRA,q1,Wind,50,0.3844109044492808,41597.73114156451,0.1766812468382362,0.0,0,1.5,0,0.06,68563.46117529605,,0.2,0.21424173836997895,,0.0,0.0,41597.73114156451
FRA,q2,Earthquake,50,0.3844109044492808,56723.20856280555,0.1766812468382362,0.0,0,1.5,0,0.06,164525.91409791342,,0.2,0.5143552463261216,,0.0,0.0,56723.20856280555
FRA,q2,Flood,50,0.3844109044492808,86615.50969705409,0.1766812468382362,0.0,0,1.5,0,0.06,164525.91409791342,,0.2,0.2840181813760062,,0.0,0.0,86615.50969705409
FRA,q2,Storm surge,50,0.3844109044492808,86615.50969705409,0.1766812468382362,0.0,0,1.5,0,0.06,164525.91409791342,,0.2,0.2840181813760062,,0.0,0.0,86615.50969705409
FRA,q2,Tsunami,50,0.3844109044492808,86615.50969705409,0.1766812468382362,0.0,0,1.5,0,0.06,164525.91409791342,,0.2,0.2840181813760062,,0.0,0.0,86615.50969705409
FRA,q2,Wind,50,0.3844109044492808,65099.58342878547,0.1766812468382362,0.0,0,1.5,0,0.06,164525.91409791342,,0.2,0.4370837047490556,,0.0,0.0,65099.58342878547
FRA,q3,Earthquake,50,0.3844109044492808,55127.763063055645,0.1766812468382362,0.0,0,1.5,0,0.06,212016.78529966768,,0.2,0.7013977089191787,,0.0,0.0,55127.763063055645
FRA,q3,Flood,50,0.3844109044492808,55127.76306305562,0.1766812468382362,0.0,0,1.5,0,0.06,212016.78529966768,,0.2,0.7013977089191787,,0.0,0.0,55127.76306305562
FRA,q3,Storm surge,50,0.3844109044492808,55127.76306305562,0.1766812468382362,0.0,0,1.5,0,0.06,212016.78529966768,,0.2,0.7013977089191787,,0.0,0.0,55127.76306305562
FRA,q3,Tsunami,50,0.3844109044492808,55127.76306305562,0.1766812468382362,0.0,0,1.5,0,0.06,212016.78529966768,,0.2,0.7013977089191787,,0.0,0.0,55127.76306305562
FRA,q3,Wind,50,0.3844109044492808,55127.76306305562,0.1766812468382362,0.0,0,1.5,0,0.06,212016.78529966768,,0.2,0.7013977089191787,,0.0,0.0,55127.76306305562
FRA,q4,Earthquake,50,0.3844109044492808,57139.760488961765,0.1766812468382362,0.0,0,1.5,0,0.06,313977.11476388073,,0.2,0.9631558822187813,,0.0,0.0,57139.760488961765
FRA,q4,Flood,50,0.3844109044492808,81639.08327097991,0.1766812468382362,0.0,0,1.5,0,0.06,313977.11476388073,,0.2,0.7006525094128124,,0.0,0.0,81639.08327097991
FRA,q4,Storm surge,50,0.3844109044492808,81639.08327097991,0.1766812468382362,0.0,0,1.5,0,0.06,313977.11476388073,,0.2,0.7006525094128124,,0.0,0.0,81639.08327097991
FRA,q4,Tsunami,50,0.3844109044492808,81639.08327097991,0.1766812468382362,0.0,0,1.5,0,0.06,313977.11476388073,,0.2,0.7006525094128124,,0.0,0.0,81639.08327097991
FRA,q4,Wind,50,0.3844109044492808,81639.08327097991,0.1766812468382362,0.0,0,1.5,0,0.06,313977.11476388073,,0.2,0.7006525094128124,,0.0,0.0,81639.08327097991
FRA,q5,Earthquake,50,0.3844109044492808,46802.102520153865,0.1766812468382362,0.0,0,1.5,0,0.06,539990.9648195964,,0.2,1.6377248067153924,,0.0,0.0,46802.102520153865
FRA,q5,Flood,50,0.3844109044492808,140406.3075604617,0.1766812468382362,0.0,0,1.5,0,0.06,539990.9648195964,,0.2,0.6992997259136134,,0.0,0.0,140406.3075604617
FRA,q5,Storm surge,50,0.3844109044492808,140406.3075604617,0.1766812468382362,0.0,0,1.5,0,0.06,539990.9648195964,,0.2,0.6992997259136134,,0.0,0.0,140406.3075604617
FRA,q5,Tsunami,50,0.3844109044492808,140406.3075604617,0.1766812468382362,0.0,0,1.5,0,0.06,539990.9648195964,,0.2,0.6992997259136134,,0.0,0.0,140406.3075604617
FRA,q5,Wind,50,0.3844109044492808,118910.10253963002,0.1766812468382362,0.0,0,1.5,0,0.06,539990.9648195964,,0.2,0.8217830563145766,,0.0,0.0,118910.10253963002
GAB,q1,Earthquake,50,0.1204234855974838,9837.858023380988,0.2729777731386862,0.0,0,1.5,0,0.06,15233.05360500042,,0.2,1.006993054543676,,0.0,0.0,9837.858023380988
GAB,q1,Flood,50,0.1204234855974838,9837.858023380988,0.2729777731386862,0.0,0,1.5,0,0.06,15233.05360500042,,0.2,1.006993054543676,,0.0,0.0,9837.858023380988
GAB,q1,Storm surge,50,0.1204234855974838,9837.858023380988,0.2729777731386862,0.0,0,1.5,0,0.06,15233.05360500042,,0.2,1.006993054543676,,0.0,0.0,9837.858023380988
GAB,q1,Tsunami,50,0.1204234855974838,9837.858023380988,0.2729777731386862,0.0,0,1.5,0,0.06,15233.05360500042,,0.2,1.006993054543676,,0.0,0.0,9837.858023380988
GAB,q1,Wind,50,0.1204234855974838,9837.858023380988,0.2729777731386862,0.0,0,1.5,0,0.06,15233.05360500042,,0.2,1.006993054543676,,0.0,0.0,9837.858023380988
GAB,q2,Earthquake,50,0.1204234855974838,17549.18866226688,0.2729777731386862,0.0,0,1.5,0,0.06,27496.899878161217,,0.2,1.037925436611249,,0.0,0.0,17549.18866226688
GAB,q2,Flood,50,0.1204234855974838,17758.133339442455,0.2729777731386862,0.0,0,1.5,0,0.06,27496.899878161217,,0.2,1.0046046330555183,,0.0,0.0,17758.133339442455
GAB,q2,Storm surge,50,0.1204234855974838,17758.133339442455,0.2729777731386862,0.0,0,1.5,0,0.06,27496.899878161217,,0.2,1.0046046330555183,,0.0,0.0,17758.133339442455
GAB,q2,Tsunami,50,0.1204234855974838,17758.133339442455,0.2729777731386862,0.0,0,1.5,0,0.06,27496.899878161217,,0.2,1.0046046330555183,,0.0,0.0,17758.133339442455
GAB,q2,Wind,50,0.1204234855974838,17758.133339442455,0.2729777731386862,0.0,0,1.5,0,0.06,27496.899878161217,,0.2,1.0046046330555183,,0.0,0.0,17758.133339442455
GAB,q3,Earthquake,50,0.1204234855974838,17728.865896590836,0.2729777731386862,0.0,0,1.5,0,0.06,39708.328446348925,,0.2,1.9693617243263035,,0.0,0.0,17728.865896590836
GAB,q3,Flood,50,0.1204234855974838,19617.630934523888,0.2729777731386862,0.0,0,1.5,0,0.06,39708.328446348925,,0.2,1.6979506375289608,,0.0,0.0,19617.630934523888
GAB,q3,Storm surge,50,0.1204234855974838,19617.630934523888,0.2729777731386862,0.0,0,1.5,0,0.06,39708.328446348925,,0.2,1.6979506375289608,,0.0,0.0,19617.630934523888
GAB,q3,Tsunami,50,0.1204234855974838,19617.630934523888,0.2729777731386862,0.0,0,1.5,0,0.06,39708.328446348925,,0.2,1.6979506375289608,,0.0,0.0,19617.630934523888
GAB,q3,Wind,50,0.1204234855974838,19174.88538143829,0.2729777731386862,0.0,0,1.5,0,0.06,39708.328446348925,,0.2,1.760339150556192,,0.0,0.0,19174.88538143829
GAB,q4,Earthquake,50,0.1204234855974838,19567.139730323543,0.2729777731386862,0.0,0,1.5,0,0.06,59104.29985908074,,0.2,2.8812630301199067,,0.0,0.0,19567.139730323543
GAB,q4,Flood,50,0.1204234855974838,28264.899796923542,0.2729777731386862,0.0,0,1.5,0,0.06,59104.29985908074,,0.2,1.7863060848278431,,0.0,0.0,28264.899796923542
GAB,q4,Storm surge,50,0.1204234855974838,28264.899796923542,0.2729777731386862,0.0,0,1.5,0,0.06,59104.29985908074,,0.2,1.7863060848278431,,0.0,0.0,28264.899796923542
GAB,q4,Tsunami,50,0.1204234855974838,28264.899796923542,0.2729777731386862,0.0,0,1.5,0,0.06,59104.29985908074,,0.2,1.7863060848278431,,0.0,0.0,28264.899796923542
GAB,q4,Wind,50,0.1204234855974838,24181.11496232949,0.2729777731386862,0.0,0,1.5,0,0.06,59104.29985908074,,0.2,2.230783240648744,,0.0,0.0,24181.11496232949
GAB,q5,Earthquake,50,0.1204234855974838,31527.628491562446,0.2729777731386862,0.0,0,1.5,0,0.06,113785.65706410084,,0.2,3.4834447444989367,,0.0,0.0,31527.628491562446
GAB,q5,Flood,50,0.1204234855974838,54414.65685088884,0.2729777731386862,0.0,0,1.5,0,0.06,113785.65706410084,,0.2,1.7839056875029078,,0.0,0.0,54414.65685088884
GAB,q5,Storm surge,50,0.1204234855974838,54414.65685088884,0.2729777731386862,0.0,0,1.5,0,0.06,113785.65706410084,,0.2,1.7839056875029078,,0.0,0.0,54414.65685088884
GAB,q5,Tsunami,50,0.1204234855974838,54414.65685088884,0.2729777731386862,0.0,0,1.5,0,0.06,113785.65706410084,,0.2,1.7839056875029078,,0.0,0.0,54414.65685088884
GAB,q5,Wind,50,0.1204234855974838,46552.68840154425,0.2729777731386862,0.0,0,1.5,0,0.06,113785.65706410084,,0.2,2.227596347667447,,0.0,0.0,46552.68840154425
GBR,q1,Earthquake,50,0.3353436596581526,35348.87579820123,0.2116697162815504,0.0,0,1.5,0,0.06,59912.891487513334,,0.2,0.3239597542395917,,0.0,0.0,35348.87579820123
GBR,q1,Flood,50,0.3353436596581526,35348.87579820123,0.2116697162815504,0.0,0,1.5,0,0.06,59912.891487513334,,0.2,0.3239597542395917,,0.0,0.0,35348.87579820123
GBR,q1,Storm surge,50,0.3353436596581526,35348.87579820123,0.2116697162815504,0.0,0,1.5,0,0.06,59912.891487513334,,0.2,0.3239597542395917,,0.0,0.0,35348.87579820123
GBR,q1,Tsunami,50,0.3353436596581526,35348.87579820123,0.2116697162815504,0.0,0,1.5,0,0.06,59912.891487513334,,0.2,0.3239597542395917,,0.0,0.0,35348.87579820123
GBR,q1,Wind,50,0.3353436596581526,35348.87579820123,0.2116697162815504,0.0,0,1.5,0,0.06,59912.891487513334,,0.2,0.3239597542395917,,0.0,0.0,35348.87579820123
GBR,q2,Earthquake,50,0.3353436596581526,82371.55137331951,0.2116697162815504,0.0,0,1.5,0,0.06,139611.7332630689,,0.2,0.3237636737924683,,0.0,0.0,82371.55137331951
GBR,q2,Flood,50,0.3353436596581526,82371.55137331951,0.2116697162815504,0.0,0,1.5,0,0.06,139611.7332630689,,0.2,0.3237636737924683,,0.0,0.0,82371.55137331951
GBR,q2,Storm surge,50,0.3353436596581526,82371.55137331951,0.2116697162815504,0.0,0,1.5,0,0.06,139611.7332630689,,0.2,0.3237636737924683,,0.0,0.0,82371.55137331951
GBR,q2,Tsunami,50,0.3353436596581526,82371.55137331951,0.2116697162815504,0.0,0,1.5,0,0.06,139611.7332630689,,0.2,0.3237636737924683,,0.0,0.0,82371.55137331951
GBR,q2,Wind,50,0.3353436596581526,82371.55137331951,0.2116697162815504,0.0,0,1.5,0,0.06,139611.7332630689,,0.2,0.3237636737924683,,0.0,0.0,82371.55137331951
GBR,q3,Earthquake,50,0.3353436596581526,87630.47552321441,0.2116697162815504,0.0,0,1.5,0,0.06,186479.4987208776,,0.2,0.4846058101038719,,0.0,0.0,87630.47552321441
GBR,q3,Flood,50,0.3353436596581526,100751.42952007258,0.2116697162815504,0.0,0,1.5,0,0.06,186479.4987208776,,0.2,0.38428424387289456,,0.0,0.0,100751.42952007258
GBR,q3,Storm surge,50,0.3353436596581526,100751.42952007258,0.2116697162815504,0.0,0,1.5,0,0.06,186479.4987208776,,0.2,0.38428424387289456,,0.0,0.0,100751.42952007258
GBR,q3,Tsunami,50,0.3353436596581526,100751.42952007258,0.2116697162815504,0.0,0,1.5,0,0.06,186479.4987208776,,0.2,0.38428424387289456,,0.0,0.0,100751.42952007258
GBR,q3,Wind,50,0.3353436596581526,96544.60338848806,0.2116697162815504,0.0,0,1.5,0,0.06,186479.4987208776,,0.2,0.4133064075311479,,0.0,0.0,96544.60338848806
GBR,q4,Earthquake,50,0.3353436596581526,67706.6947447959,0.2116697162815504,0.0,0,1.5,0,0.06,267764.54550413135,,0.2,1.0112723078708243,,0.0,0.0,67706.6947447959
GBR,q4,Flood,50,0.3353436596581526,67706.6947447959,0.2116697162815504,0.0,0,1.5,0,0.06,267764.54550413135,,0.2,1.0112723078708243,,0.0,0.0,67706.6947447959
GBR,q4,Storm surge,50,0.3353436596581526,67706.6947447959,0.2116697162815504,0.0,0,1.5,0,0.06,267764.54550413135,,0.2,1.0112723078708243,,0.0,0.0,67706.6947447959
GBR,q4,Tsunami,50,0.3353436596581526,67706.6947447959,0.2116697162815504,0.0,0,1.5,0,0.06,267764.54550413135,,0.2,1.0112723078708243,,0.0,0.0,67706.6947447959
GBR,q4,Wind,50,0.3353436596581526,67706.6947447959,0.2116697162815504,0.0,0,1.5,0,0.06,267764.54550413135,,0.2,1.0112723078708243,,0.0,0.0,67706.6947447959
GBR,q5,Earthquake,50,0.3353436596581526,80976.37670313545,0.2116697162815504,0.0,0,1.5,0,0.06,470321.45080936624,,0.2,1.394731965006498,,0.0,0.0,80976.37670313545
GBR,q5,Flood,50,0.3353436596581526,118925.04603970422,0.2116697162815504,0.0,0,1.5,0,0.06,470321.45080936624,,0.2,1.0078200832428097,,0.0,0.0,118925.04603970422
GBR,q5,Storm surge,50,0.3353436596581526,118925.04603970422,0.2116697162815504,0.0,0,1.5,0,0.06,470321.45080936624,,0.2,1.0078200832428097,,0.0,0.0,118925.04603970422
GBR,q5,Tsunami,50,0.3353436596581526,118925.04603970422,0.2116697162815504,0.0,0,1.5,0,0.06,470321.45080936624,,0.2,1.0078200832428097,,0.0,0.0,118925.04603970422
GBR,q5,Wind,50,0.3353436596581526,113620.01094715737,0.2116697162815504,0.0,0,1.5,0,0.06,470321.45080936624,,0.2,1.0464219515553472,,0.0,0.0,113620.01094715737
GEO,q1,Earthquake,50,0.4514479603925985,1644.228294187521,0.2604396764340878,0.0,0,1.5,0,0.06,3916.3143404487178,,0.2,0.5177473811846478,,0.0,0.0,1644.228294187521
GEO,q1,Flood,50,0.4514479603925985,1961.2496120231617,0.2604396764340878,0.0,0,1.5,0,0.06,3916.3143404487178,,0.2,0.39813474865277054,,0.0,0.0,1961.2496120231617
GEO,q1,Storm surge,50,0.4514479603925985,1961.2496120231617,0.2604396764340878,0.0,0,1.5,0,0.06,3916.3143404487178,,0.2,0.39813474865277054,,0.0,0.0,1961.2496120231617
GEO,q1,Tsunami,50,0.4514479603925985,1961.2496120231617,0.2604396764340878,0.0,0,1.5,0,0.06,3916.3143404487178,,0.2,0.39813474865277054,,0.0,0.0,1961.2496120231617
GEO,q1,Wind,50,0.4514479603925985,1891.6159048887425,0.2604396764340878,0.0,0,1.5,0,0.06,3916.3143404487178,,0.2,0.4214236479999925,,0.0,0.0,1891.6159048887425
GEO,q2,Earthquake,50,0.4514479603925985,12372.07029436746,0.2604396764340878,0.0,0,1.5,0,0.06,28735.1375693006,,0.2,0.5000372641999788,,0.0,0.0,12372.07029436746
GEO,q2,Flood,50,0.4514479603925985,14757.511563649157,0.2604396764340878,0.0,0,1.5,0,0.06,28735.1375693006,,0.2,0.3810079676000574,,0.0,0.0,14757.511563649157
GEO,q2,Storm surge,50,0.4514479603925985,14757.511563649157,0.2604396764340878,0.0,0,1.5,0,0.06,28735.1375693006,,0.2,0.3810079676000574,,0.0,0.0,14757.511563649157
GEO,q2,Tsunami,50,0.4514479603925985,14757.511563649157,0.2604396764340878,0.0,0,1.5,0,0.06,28735.1375693006,,0.2,0.3810079676000574,,0.0,0.0,14757.511563649157
GEO,q2,Wind,50,0.4514479603925985,14233.549579434464,0.2604396764340878,0.0,0,1.5,0,0.06,28735.1375693006,,0.2,0.4046855062077617,,0.0,0.0,14233.549579434464
GEO,q3,Earthquake,50,0.4514479603925985,23689.177884299093,0.2604396764340878,0.0,0,1.5,0,0.06,53770.6733334889,,0.2,0.48395827227453275,,0.0,0.0,23689.177884299093
GEO,q3,Flood,50,0.4514479603925985,28256.65456492294,0.2604396764340878,0.0,0,1.5,0,0.06,53770.6733334889,,0.2,0.36617618599750057,,0.0,0.0,28256.65456492294
GEO,q3,Storm surge,50,0.4514479603925985,28256.65456492294,0.2604396764340878,0.0,0,1.5,0,0.06,53770.6733334889,,0.2,0.36617618599750057,,0.0,0.0,28256.65456492294
GEO,q3,Tsunami,50,0.4514479603925985,28256.65456492294,0.2604396764340878,0.0,0,1.5,0,0.06,53770.6733334889,,0.2,0.36617618599750057,,0.0,0.0,28256.65456492294
GEO,q3,Wind,50,0.4514479603925985,27253.408676939016,0.2604396764340878,0.0,0,1.5,0,0.06,53770.6733334889,,0.2,0.38961259004433213,,0.0,0.0,27253.408676939016
GEO,q4,Earthquake,50,0.4514479603925985,33442.67606692769,0.2604396764340878,0.0,0,1.5,0,0.06,77475.42814302564,,0.2,0.49778510035001305,,0.0,0.0,33442.67606692769
GEO,q4,Flood,50,0.4514479603925985,39890.710853925906,0.2604396764340878,0.0,0,1.5,0,0.06,77475.42814302564,,0.2,0.3793932395452281,,0.0,0.0,39890.710853925906
GEO,q4,Storm surge,50,0.4514479603925985,39890.710853925906,0.2604396764340878,0.0,0,1.5,0,0.06,77475.42814302564,,0.2,0.3793932395452281,,0.0,0.0,39890.710853925906
GEO,q4,Tsunami,50,0.4514479603925985,39890.710853925906,0.2604396764340878,0.0,0,1.5,0,0.06,77475.42814302564,,0.2,0.3793932395452281,,0.0,0.0,39890.710853925906
GEO,q4,Wind,50,0.4514479603925985,38474.40052812263,0.2604396764340878,0.0,0,1.5,0,0.06,77475.42814302564,,0.2,0.40259768220735936,,0.0,0.0,38474.40052812263
GEO,q5,Earthquake,50,0.4514479603925985,73349.76646869339,0.2604396764340878,0.0,0,1.5,0,0.06,163977.62284465873,,0.2,0.47324168790748294,,0.0,0.0,73349.76646869339
GEO,q5,Flood,50,0.4514479603925985,87492.23057239753,0.2604396764340878,0.0,0,1.5,0,0.06,163977.62284465873,,0.2,0.35648730468151646,,0.0,0.0,87492.23057239753
GEO,q5,Storm surge,50,0.4514479603925985,87492.23057239753,0.2604396764340878,0.0,0,1.5,0,0.06,163977.62284465873,,0.2,0.35648730468151646,,0.0,0.0,87492.23057239753
GEO,q5,Tsunami,50,0.4514479603925985,87492.23057239753,0.2604396764340878,0.0,0,1.5,0,0.06,163977.62284465873,,0.2,0.35648730468151646,,0.0,0.0,87492.23057239753
