country,year,income_cat,adequacy_remittances,adequacy_all_prot_lab,coverage_remittances,coverage_all_prot_lab
Costa Rica,2011,0.6,0.159777375565863,0.21317150767682802,0.19023211971250098,0.682742451418073
Costa Rica,2011,0.8,0.130747475006075,0.239890516472046,0.146249758244544,0.612438413821965
Costa Rica,2011,1.0,0.131383909364947,0.299344213183274,0.11892286328858899,0.499638957715033
Costa Rica,2010,0.2,0.294284847062379,0.251089085482687,0.16477260184461598,0.822308904753705
Costa Rica,2010,0.4,0.163318794853266,0.21711412184649798,0.18272965803937002,0.7488561389875299
Costa Rica,2010,0.6,0.174921858759622,0.21109023693435902,0.186822090494641,0.7146990319126619
Costa Rica,2010,0.8,0.169527738520415,0.22127891718272,0.169145849738203,0.5915151528538121
Costa Rica,2010,1.0,0.12128632662795899,0.322058783153036,0.13937055895785,0.48034223664751
Costa Rica,2008,0.2,0.36087104229569,0.520207621537529,0.115601721883496,0.84642460539686
Costa Rica,2008,0.4,0.199883403870843,0.431634576922162,0.11428000724081301,0.7683152000898861
Costa Rica,2008,0.6,0.153051906040827,0.343157371040257,0.0978032657226369,0.752357475495853
Costa Rica,2008,0.8,0.14815901651591,0.325810955886991,0.083204984467189,0.665415395129519
Costa Rica,2008,1.0,0.128677031494518,0.392004591216547,0.0672841646317585,0.47610115759043603
Cote D'Ivoire,2021,0.2,0.148097627872144,0.0958952574422201,0.219625313889902,0.0444734026617215
Cote D'Ivoire,2021,0.4,0.124697547626877,0.626137620527891,0.257078974868232,0.0551320330409584
Cote D'Ivoire,2021,0.6,0.139851512271069,0.21977295933864302,0.259570632930668,0.0928983211037384
Cote D'Ivoire,2021,0.8,0.125307773550143,0.19736717654406,0.33257944588178195,0.101543652246724
Cote D'Ivoire,2021,1.0,0.149064068062837,0.249557274942888,0.32765494584412896,0.155942320080609
Cote D'Ivoire,2018,0.2,0.0577739189956222,0.355401688812291,0.298174452359896,0.044657994303395204
Cote D'Ivoire,2018,0.4,0.033449964195091,0.10247675518551799,0.32648970157836305,0.057138585307903604
Cote D'Ivoire,2018,0.6,0.0224490936434047,0.0529428509605542,0.35455610744500904,0.08551172170287741
Cote D'Ivoire,2018,0.8,0.0192497441713864,0.03963362123685,0.406409665491741,0.109371691199626
Cote D'Ivoire,2018,1.0,0.197881179424507,0.018496212818651502,0.417923661395241,0.15578558859733702
Cote D'Ivoire,2015,0.2,0.335265736685596,0.7537873284905611,0.20113022558668198,0.39454722066795705
Cote D'Ivoire,2015,0.4,0.262224204192591,0.574019776439322,0.182034619977137,0.379253912799045
Cote D'Ivoire,2015,0.6,0.27088566353535,0.45123646810138096,0.195822275470479,0.359140118123575
Cote D'Ivoire,2015,0.8,0.231459511847285,0.435825917559093,0.225689499474754,0.29219534740554404
Cote D'Ivoire,2015,1.0,0.238471574587244,0.459883345147437,0.21538559398086501,0.218120262994873
Cote D'Ivoire,2008,0.2,0.21516562608165699,0.577970232468773,0.243644945887743,0.302751252411699
Cote D'Ivoire,2008,0.4,0.20489942608297698,0.41969704167397304,0.318695791016962,0.362332508950426
Cote D'Ivoire,2008,0.6,0.20759012689418502,0.34247471906021604,0.303641196470835,0.363367290984079
Cote D'Ivoire,2008,0.8,0.19278881341288098,0.277068988442184,0.306688251808907,0.309991871240839
Cote D'Ivoire,2008,1.0,0.20839171333321801,0.23221769703962297,0.30605735911252496,0.281399362289132
Cote D'Ivoire,2002,0.2,0.286143770656073,0.114563396889621,0.311732682462323,0.276750608018993
Cote D'Ivoire,2002,0.4,0.245635325505588,0.100593228747464,0.277803474857466,0.254271873061131
Cote D'Ivoire,2002,0.6,0.256216661688569,0.120905425652131,0.269713643471891,0.24216762199655
Cote D'Ivoire,2002,0.8,0.261577443644738,0.149585556036744,0.22103639383447402,0.242311084478268
Cote D'Ivoire,2002,1.0,0.287912294154978,0.164593840652142,0.21873207938003802,0.249558619906333
Croatia,2014,0.2,0.09238077163696291,0.43298000335693404,0.10174487113952599,0.876779174804688
Croatia,2014,0.4,0.0375709772109985,0.39201488494873,0.098242073059082,0.7359439086914059
Croatia,2014,0.6,0.0663388538360596,0.415733947753906,0.1211363697052,0.671591796875
Croatia,2014,0.8,0.030650801658630402,0.428893699645996,0.0796902370452881,0.648562774658203
Croatia,2014,1.0,0.0525994920730591,0.41936527252197303,0.12232213973999001,0.621122436523438
Croatia,2011,0.2,0.136988477706909,0.496914100646973,0.12121743202209499,0.8222810363769529
Croatia,2011,0.4,0.106393489837646,0.40543285369872994,0.0746405553817749,0.782831954956055
Croatia,2011,0.6,0.08957811355590821,0.42638229370117203,0.100234489440918,0.6675934600830079
Croatia,2011,0.8,0.0924872970581055,0.435837593078613,0.0899644756317139,0.6719546508789059
Croatia,2011,1.0,0.10261742591857899,0.440527877807617,0.0698610639572144,0.579518661499023
Croatia,2010,0.2,0.12855161239836302,0.453373834878371,0.159816955657023,0.817555568481481
Croatia,2010,0.4,0.0792618268720192,0.383495246242462,0.14104550447790498,0.793559304204651
Croatia,2010,0.6,0.13955950684138,0.377066327623212,0.12523620508163,0.668719898513155
Croatia,2010,0.8,0.111841141732072,0.41901849553060005,0.126768420178476,0.663174858567543
Croatia,2010,1.0,0.14404202247168102,0.37390775622225,0.144143820570912,0.5929659242464129
Croatia,2008,0.2,0.138609283105889,0.460726518211225,0.17694369910964197,0.837308373448454
Croatia,2008,0.4,0.11460300109522899,0.39872942070914,0.138084659253844,0.7283404876149039
Croatia,2008,0.6,0.122548991973489,0.375078886610064,0.14575885239397102,0.6428306213769559
Croatia,2008,0.8,0.0830567762236394,0.362844560556126,0.166955352654843,0.6486062641902159
Croatia,2008,1.0,0.101557632627157,0.215988721658465,0.117495667007721,0.542279390732597
Djibouti,2012,0.2,0.615617016262445,0.289044831176766,0.296787990321477,0.356526226301212
Djibouti,2012,0.4,0.253117147903324,0.266191440739582,0.235511557248822,0.18815303414822498
Djibouti,2012,0.6,0.264709032271097,0.30048218899878004,0.202314160846219,0.186114640964447
Djibouti,2012,0.8,0.142427634191127,0.299720984975395,0.182799837657478,0.151864404756463
Djibouti,2012,1.0,0.192470456286161,0.288602888455652,0.135046043392171,0.164607171940151
Dominica,2002,0.2,0.621113853073326,0.36136420391924096,0.784738706525058,0.260463639500905
Dominica,2002,0.4,0.352965677839478,0.292189674677986,0.7461781632325101,0.24412108546184602
Dominica,2002,0.6,0.186518933458771,0.24323076486227202,0.503069901963219,0.248527102425292
Dominica,2002,0.8,0.131115916464147,0.18290837209320698,0.48118123347549696,0.167279501462126
Dominica,2002,1.0,0.0745837617738126,0.33665352229503703,0.397729711362051,0.12304069596807199
Dominican Republic,2021,0.2,0.39339139210374596,0.165093238247262,0.517955692191934,0.571048013900936
Dominican Republic,2021,0.4,0.299044042689373,0.11007778364726101,0.491908739795422,0.613303992574604
Dominican Republic,2021,0.6,0.25180959760917804,0.101915531620307,0.473866507720125,0.5408759741654829
Dominican Republic,2021,0.8,0.242215707096521,0.0959481139149938,0.419705698124668,0.49308566168096596
Dominican Republic,2021,1.0,0.226394161575945,0.159106799336204,0.35609452494223603,0.335398619545036
Dominican Republic,2019,0.2,0.395490418952189,0.0980017213015451,0.5417365719172991,0.5922725175350361
Dominican Republic,2019,0.4,0.27961169339903597,0.0907265470842855,0.503731872692614,0.59287744613083
Dominican Republic,2019,0.6,0.265758737515095,0.09305087507030971,0.46077512552684097,0.522718921755942
Dominican Republic,2019,0.8,0.233878177598032,0.100331469174164,0.41315237302891,0.45243808042065403
Dominican Republic,2019,1.0,0.17638821608036298,0.26311503652206303,0.316193925830894,0.317648562485229
Dominican Republic,2018,0.2,0.37176935705567205,0.126793969586556,0.537690583014224,0.6669094573968001
Dominican Republic,2018,0.4,0.285274185382551,0.08617303815577379,0.517286690658169,0.636981687850394
Dominican Republic,2018,0.6,0.257141895804518,0.0751107296233854,0.45682215499384804,0.582717668083913
Dominican Republic,2018,0.8,0.24309987915550502,0.0726759517511366,0.415904686379575,0.452253860042927
Dominican Republic,2018,1.0,0.145668881768325,0.151412615475838,0.303714943450273,0.32323588591978003
Dominican Republic,2017,0.2,0.359036382292498,0.13029637735934702,0.52474342569138,0.660196035631913
Dominican Republic,2017,0.4,0.284457821063161,0.0833981730487411,0.48903434796290296,0.643355679116976
Dominican Republic,2017,0.6,0.273571832796541,0.0721718945523943,0.45382735049362305,0.542400729453808
Dominican Republic,2017,0.8,0.260648778734318,0.0743041664834926,0.392132721859469,0.455664534778397
Dominican Republic,2017,1.0,0.198486427778367,0.103776519101125,0.356325906007023,0.31170936617593403
Dominican Republic,2016,0.2,0.37114365601859495,0.12875108137452101,0.43864766560617197,0.776351289091102
Dominican Republic,2016,0.4,0.286570764720106,0.11022959667307801,0.44710355203404395,0.730573077106291
Dominican Republic,2016,0.6,0.249850297383026,0.101407532961282,0.40139406850517295,0.62983666769242
Dominican Republic,2016,0.8,0.216221804158646,0.09192724538538011,0.39406997065452204,0.485101488511399
Dominican Republic,2016,1.0,0.116974128288689,0.165056205069066,0.329112008746256,0.33556637794329497
Dominican Republic,2015,0.2,0.353920166658566,0.13554897011255598,0.37414788148767203,0.414538723844123
Dominican Republic,2015,0.4,0.259187605142951,0.109448992465054,0.322509108901984,0.362124960640547
Dominican Republic,2015,0.6,0.225917253513582,0.112166617703143,0.376447580163384,0.29051087300488304
Dominican Republic,2015,0.8,0.19164159345020798,0.130657862184764,0.368371053590267,0.320393225495492
Dominican Republic,2015,1.0,0.140477461449204,0.158507272876213,0.316614238319574,0.164720470445706
Dominican Republic,2014,0.2,0.272896264538934,0.133133398416315,0.645977203779739,0.41588476472504504
Dominican Republic,2014,0.4,0.22150473087178799,0.104443824139122,0.616859345552884,0.42280453050214395
Dominican Republic,2014,0.6,0.186025451567973,0.104787330539463,0.554404051321301,0.357409775695496
Dominican Republic,2014,0.8,0.171777685177852,0.110789700140517,0.501887157319431,0.314619816787765
Dominican Republic,2014,1.0,0.150942542882584,0.156565421786607,0.472739898471601,0.216060115602417
Dominican Republic,2013,0.2,0.32617814122502703,0.148902876872434,0.502593073382577,0.36161524478622603
Dominican Republic,2013,0.4,0.247311366022507,0.10105910032361899,0.44417411028256704,0.391447145163051
Dominican Republic,2013,0.6,0.24097282686219199,0.110971792562067,0.416550179110351,0.38327112758809695
Dominican Republic,2013,0.8,0.214402690437039,0.102076184640623,0.411120074208548,0.299696647490226
Dominican Republic,2013,1.0,0.181659259254604,0.166393406978925,0.361259934284003,0.216246732716197
Dominican Republic,2012,0.2,0.321644142933115,0.136031998475419,0.49582363841556004,0.421654780647717
Dominican Republic,2012,0.4,0.245574473574083,0.0972256380182063,0.433275335332991,0.393451254880864
Dominican Republic,2012,0.6,0.21944802565613203,0.0910115453926773,0.43337546780437997,0.397319949637304
Dominican Republic,2012,0.8,0.19509804725772198,0.0907118494865723,0.458355783894051,0.35688985340695095
Dominican Republic,2012,1.0,0.193600205751211,0.174132173291813,0.386957724390378,0.208210195628175
Dominican Republic,2011,0.2,0.34578599431163803,0.141143709836905,0.46186443670676,0.392505768790315
Dominican Republic,2011,0.4,0.281187790927846,0.10315843255052201,0.44579602870075596,0.369036424238209
Dominican Republic,2011,0.6,0.235517915844328,0.0928199594102617,0.439913087248661,0.33106384395247196
Dominican Republic,2011,0.8,0.224630081716974,0.102191720711951,0.450993361779247,0.275299229518362
Dominican Republic,2011,1.0,0.162105701452576,0.163586488531649,0.426495308436251,0.195999413648982
Dominican Republic,2010,0.2,0.332443161696987,0.147159851524607,0.46241026575578403,0.42016530039372596
Dominican Republic,2010,0.4,0.264291238160101,0.103983671062058,0.43171533455783506,0.39266381108451
Dominican Republic,2010,0.6,0.21513074253209802,0.0845074881543038,0.43396486351202596,0.33590904985756503
Dominican Republic,2010,0.8,0.19875221819063602,0.0973691699383899,0.397051442398918,0.275095333601294
Dominican Republic,2010,1.0,0.180178898040909,0.155016945702095,0.37253289305957,0.212674969049625
Dominican Republic,2009,0.2,0.370757799294982,0.13234853314054099,0.386687948988719,0.38835611152917304
Dominican Republic,2009,0.4,0.279672983596474,0.09483071486985789,0.412481919246188,0.378049448278712
Dominican Republic,2009,0.6,0.257312831951387,0.09365809294305491,0.40752237126341906,0.334312498997993
Dominican Republic,2009,0.8,0.211005358291099,0.112083650152427,0.413738081962787,0.233321988979081
Dominican Republic,2009,1.0,0.207072260703866,0.16969003711233502,0.423506790173577,0.151188739363768
Dominican Republic,2008,0.2,0.35631646297154196,0.148602155854235,0.41728425159740196,0.348776590742032
Dominican Republic,2008,0.4,0.25645439332181597,0.111953847129063,0.403365216095443,0.26710891143140797
Dominican Republic,2008,0.6,0.214932092323857,0.0961600690400812,0.421698342043668,0.21265555482050602
Dominican Republic,2008,0.8,0.206297819698644,0.089390931380466,0.408750927271954,0.18541501621446202
Dominican Republic,2008,1.0,0.18797538876757203,0.212468275603134,0.333910890959185,0.143422902880562
Dominican Republic,2007,0.2,0.39707715297790797,0.14944948652913,0.39045657884630997,0.20820154371763
Dominican Republic,2007,0.4,0.27612372201540203,0.154010713713231,0.41857812799936495,0.16115900562902102
Dominican Republic,2007,0.6,0.24819263133750902,0.138067844916574,0.387557068136392,0.14315340569338
Dominican Republic,2007,0.8,0.215149447572513,0.158110643903053,0.40408651589245304,0.14104998296614402
Dominican Republic,2007,1.0,0.251411351756268,0.201250105923763,0.418091578696169,0.10842505771597599
Ecuador,2022,0.2,0.139531230816385,0.257333711394659,0.836563617402902,0.577663176362579
Ecuador,2022,0.4,0.13113000969909,0.19419226487919702,0.7743347263084079,0.447884031030514
Ecuador,2022,0.6,0.09798061075809111,0.231606202541766,0.705264076036807,0.38522809358418697
Ecuador,2022,0.8,0.112445969935555,0.210626511453879,0.599822094946542,0.295257254405606
Ecuador,2022,1.0,0.135950629617721,0.346765938834858,0.310177606561177,0.34868009294265
Ecuador,2021,0.2,0.13968457688348399,0.254931251835894,0.782874368012428,0.654884905792215
Ecuador,2021,0.4,0.118736476206707,0.192588608139239,0.758944899430729,0.516717589592083
Ecuador,2021,0.6,0.09690345316928539,0.207079497044667,0.7218503903860081,0.374606947804465
Ecuador,2021,0.8,0.09978091794174061,0.24118475798945302,0.622379768022877,0.33870168872794
Ecuador,2021,1.0,0.120729545180127,0.34865524712593,0.36849612521392205,0.348051639129743
Ecuador,2020,0.2,0.185030356920376,0.25318447769268604,0.606463662618304,0.576842448223679
Ecuador,2020,0.4,0.123081901319113,0.160077827168647,0.561154224131142,0.577768652960036
Ecuador,2020,0.6,0.121194107358625,0.15795854944395,0.5272818962030059,0.430154394397194
Ecuador,2020,0.8,0.11349372095189601,0.16314807094106498,0.501723436541872,0.353579163337198
Ecuador,2020,1.0,0.159505656409995,0.109307272206752,0.34013303642962806,0.37201159863257
Ecuador,2019,0.2,0.15051968322926,0.2456917082383,0.741095015564631,0.490770932855837
Ecuador,2019,0.4,0.118920368219718,0.210528928465369,0.6893858829466469,0.348273015419464
Ecuador,2019,0.6,0.0952015564564792,0.217428704499873,0.621895671685967,0.28838865284118503
Ecuador,2019,0.8,0.108357539636028,0.243806628122433,0.521014414819125,0.238385867808557
Ecuador,2019,1.0,0.123866083576614,0.35342124005639003,0.332148029259024,0.315404167934988
Ecuador,2018,0.2,0.164357414288898,0.250977283258697,0.598523246172352,0.474748327046376
Ecuador,2018,0.4,0.131170310795253,0.198115526820368,0.5502527589827291,0.32424924642242203
Ecuador,2018,0.6,0.112387437901897,0.196070910736268,0.5293412338631309,0.271740630325046
Ecuador,2018,0.8,0.125137117729508,0.227101337964579,0.427609607406636,0.217910458213804
Ecuador,2018,1.0,0.12496317505832699,0.337785248935552,0.286307916969803,0.31493727928439896
Ecuador,2017,0.2,0.149590942916209,0.224059280680146,0.648059527861472,0.9079267475870699
Ecuador,2017,0.4,0.135816754477662,0.184278446027284,0.604180938254201,0.856226068450993
Ecuador,2017,0.6,0.11774641528011101,0.16059510336254199,0.522261495806851,0.791262902792553
Ecuador,2017,0.8,0.119887111708913,0.194160573713715,0.460162917884255,0.679849035812021
Ecuador,2017,1.0,0.13394553652986502,0.31041596406398897,0.286778791010503,0.5126490189169179
Ecuador,2016,0.2,0.204732317702181,0.311324474048537,0.598285751797016,0.8852860428930149
Ecuador,2016,0.4,0.173575653721556,0.219272907211822,0.560155415268212,0.847414626734845
Ecuador,2016,0.6,0.163513003955535,0.205571702594472,0.483583800346345,0.767687573491473
Ecuador,2016,0.8,0.149070473734323,0.27187757114579403,0.40829896816606004,0.668860962975769
Ecuador,2016,1.0,0.13412188756881402,0.39817168626575106,0.271839870252599,0.520929686282616
Ecuador,2015,0.2,0.15526013017841,0.230200247535441,0.585567449106938,0.91868735049769
Ecuador,2015,0.4,0.140811187217012,0.178709549487637,0.48742726290371996,0.875622368997951
Ecuador,2015,0.6,0.130655190509267,0.156568352934982,0.436891601183644,0.79819250256532
Ecuador,2015,0.8,0.133437946664363,0.191858653938489,0.366415783358815,0.663124519428981
Ecuador,2015,1.0,0.146144001020233,0.296522715163712,0.25968911019115803,0.492874596837634
Ecuador,2014,0.2,0.274127697847096,0.222729470144518,0.23380846532883598,0.927803771003995
Ecuador,2014,0.4,0.213249409824363,0.164646815074905,0.266938987710728,0.885025669632099
Ecuador,2014,0.6,0.189182851320816,0.153857749222042,0.298335181612031,0.801684150720083
Ecuador,2014,0.8,0.164853397357377,0.18946801125555102,0.262373216860755,0.7002924144756819
Ecuador,2014,1.0,0.163608441554072,0.27190107907669797,0.21227766182526,0.501952540914452
Ecuador,2012,0.2,0.460199021756486,0.260300402963826,0.0997689479471833,0.8954652099824559
Ecuador,2012,0.4,0.38196935849997,0.169093054015607,0.12649977687751002,0.8523657108857521
Ecuador,2012,0.6,0.315209218584048,0.153308429176115,0.143853718177328,0.775674113414305
Ecuador,2012,0.8,0.291975568033681,0.18927210022262797,0.138749452748546,0.666953762750872
Ecuador,2012,1.0,0.236148650944509,0.33117753827961205,0.113460986261395,0.509358698773305
Ecuador,2011,0.2,0.48303456307521897,0.273986034822848,0.0931982172803372,0.600584320329376
Ecuador,2011,0.4,0.34051498270237196,0.17592284977097802,0.14447454328305398,0.503890299464768
Ecuador,2011,0.6,0.30730809681416704,0.16214612885519,0.138311556521926,0.42011074622089306
Ecuador,2011,0.8,0.29989561753805,0.21642553048081598,0.158280228782497,0.386122135270612
Ecuador,2011,1.0,0.283331697181749,0.34275463010011004,0.118468389678719,0.33665237042427004
Ecuador,2010,0.2,0.431943919557021,0.263023252430248,0.121243249462474,0.8620229680073059
Ecuador,2010,0.4,0.339821389849952,0.166936765620983,0.144776222989128,0.829327214387147
Ecuador,2010,0.6,0.302178281638259,0.15656414061824,0.153629873387877,0.7568366521034691
Ecuador,2010,0.8,0.304019761141588,0.201146299995561,0.141950466121083,0.624108040458383
Ecuador,2010,1.0,0.326851079429956,0.312203075403429,0.108899722559926,0.448601691960277
Ecuador,2008,0.2,0.387900738502335,0.247743904108299,0.110511313370675,0.846669258773835
Ecuador,2008,0.4,0.34556336037387,0.144658071695173,0.12477553791818399,0.7827210726216219
Ecuador,2008,0.6,0.327777627301939,0.130098150176224,0.161157117513057,0.663947725708577
Ecuador,2008,0.8,0.270817112657309,0.162733173857748,0.17191013882723802,0.525346515995056
Ecuador,2008,1.0,0.266047554044398,0.28583863196202,0.16583222642280598,0.336122355819238
"Egypt, Arab Rep.",2019,0.2,0.509641446312039,,0.9845696422691119,0.940928544544542
"Egypt, Arab Rep.",2019,0.4,0.46178362680254303,,0.9701847637262431,0.924206047661544
"Egypt, Arab Rep.",2019,0.6,0.44413569807730197,,0.9635432792213381,0.902202492691309
"Egypt, Arab Rep.",2019,0.8,0.542233829056292,,0.9527237725966221,0.871543149485266
"Egypt, Arab Rep.",2019,1.0,0.700202053931034,,0.885793288140017,0.7551405597145759
"Egypt, Arab Rep.",2017,0.2,0.537080018528979,,0.9935162720628761,0.9576760143051941
"Egypt, Arab Rep.",2017,0.4,0.48600642735529,,0.993000473479951,0.9540620529123239
"Egypt, Arab Rep.",2017,0.6,0.491875836550545,,0.9887506019805009,0.940317012173425
"Egypt, Arab Rep.",2017,0.8,0.546435969334078,,0.9862518885771849,0.9345125750340231
"Egypt, Arab Rep.",2017,1.0,0.6995236997116411,,0.946756712372862,0.827251360041391
"Egypt, Arab Rep.",2008,0.2,0.119088216812081,0.149622247462737,0.0833344691762917,0.602901568569083
"Egypt, Arab Rep.",2008,0.4,0.104845637199244,0.136102012849036,0.0524659227829932,0.534245258340019
"Egypt, Arab Rep.",2008,0.6,0.09405668516810181,0.139478553508544,0.0584358487715123,0.5434764938990699
"Egypt, Arab Rep.",2008,0.8,0.073095467863746,0.17938310662330198,0.0533779516165818,0.583628550108533
"Egypt, Arab Rep.",2008,1.0,0.120642659342358,0.304635193498288,0.0365568932201068,0.508385063341236
El Salvador,2022,0.2,0.247369816352221,0.12871789911319198,0.344756107305981,0.9143066466129249
El Salvador,2022,0.4,0.200652363322924,0.06550893528971441,0.373235436516852,0.925245163964774
El Salvador,2022,0.6,0.180470598528778,0.0515662398356945,0.390701577869955,0.898255547223778
El Salvador,2022,0.8,0.156646032689277,0.043943792721976994,0.373691163189759,0.888810706718452
El Salvador,2022,1.0,0.12002165368819301,0.066074745495809,0.3597735569831,0.811050836631213
El Salvador,2021,0.2,0.23519747005457903,0.126998102626357,0.315033404046481,0.901644080676313
El Salvador,2021,0.4,0.19873704110937598,0.0682120781502757,0.35460434090571097,0.899426296686571
El Salvador,2021,0.6,0.17521366493314003,0.053395584101279,0.37838117841328706,0.8894408140056289
El Salvador,2021,0.8,0.146926742420945,0.052209566035956,0.38328048004709303,0.8736054802844581
El Salvador,2021,1.0,0.129849099605092,0.0772630211796358,0.356601394264087,0.7886246910689251
El Salvador,2019,0.2,0.448187757150115,0.325992303634036,0.319421192430583,0.910437389725595
El Salvador,2019,0.4,0.352967995840377,0.297307400074831,0.355788423153693,0.9000578812479679
El Salvador,2019,0.6,0.309683389245639,0.295752589600545,0.355868894140728,0.8825706429245059
El Salvador,2019,0.8,0.290006302650066,0.279415720935425,0.328241145891769,0.853619058304349
El Salvador,2019,1.0,0.24625129943010599,0.32169952854771,0.303747257138138,0.728458721835673
El Salvador,2018,0.2,0.455398016064253,0.32479164973985697,0.303154597658289,0.915313173497975
El Salvador,2018,0.4,0.378250940223207,0.265982272735141,0.341512852059386,0.880588563933518
El Salvador,2018,0.6,0.346509115317153,0.303351514279537,0.33496635562436405,0.8687003391545839
El Salvador,2018,0.8,0.29193408710366,0.29634174085799897,0.336166491806686,0.8295872124507331
El Salvador,2018,1.0,0.275176178000894,0.303726060551717,0.303718978709436,0.6453873958114529
El Salvador,2017,0.2,0.46271281724564406,0.38487826763533806,0.314332357722589,0.918871797755969
El Salvador,2017,0.4,0.40585270217193703,0.388971691540283,0.351650539894096,0.893845275708148
El Salvador,2017,0.6,0.32944090385090197,0.327761360469978,0.353773731886399,0.8624335286781429
El Salvador,2017,0.8,0.294731562267715,0.29112481693839,0.35557135578656,0.837450856634449
El Salvador,2017,1.0,0.260473085507284,0.294880115662172,0.32715609137730506,0.7169216022700771
El Salvador,2016,0.2,0.410897722599112,0.381515238609062,0.250813219936569,0.9326617826149349
El Salvador,2016,0.4,0.38344465850695797,0.37176722695755404,0.329194009785204,0.9270552612354891
El Salvador,2016,0.6,0.33048600593129795,0.35845613000158205,0.32690640515240504,0.919242356702584
El Salvador,2016,0.8,0.289694167775154,0.331345540922696,0.316076517635522,0.897222903196151
El Salvador,2016,1.0,0.255040229635642,0.313809663578002,0.284604848703419,0.794381673297602
El Salvador,2015,0.2,0.383230458795252,0.447669133573676,0.277003202210323,0.9391448324166269
El Salvador,2015,0.4,0.32779673540524695,0.372609845620315,0.31716128532414,0.928530864436654
El Salvador,2015,0.6,0.33465047062791903,0.325957247268165,0.336871195874499,0.908726555430215
El Salvador,2015,0.8,0.321946483307009,0.303330012936248,0.309751389567199,0.890247060009148
El Salvador,2015,1.0,0.251982107647685,0.322556905896028,0.278360205167909,0.7889766766669889
El Salvador,2014,0.2,0.368504983768825,0.11755985976241201,0.28124977957375596,0.726562518368854
El Salvador,2014,0.4,0.33833676586491895,0.15851444614892402,0.32086112980970805,0.704440357309941
El Salvador,2014,0.6,0.31325517863394803,0.234142246489759,0.33051918955165904,0.610621937004124
El Salvador,2014,0.8,0.304870424749208,0.22434623753074898,0.340222149219608,0.528570722937569
El Salvador,2014,1.0,0.230982244828274,0.295575832049622,0.287587153255874,0.334700596716533
El Salvador,2012,0.2,0.32104898238633195,0.0358707247733419,0.273785126402594,0.932329544498983
El Salvador,2012,0.4,0.295706164036669,0.100498907981125,0.33309372235257895,0.932456950160916
El Salvador,2012,0.6,0.287266792006719,0.18030262639609798,0.374814878822137,0.920325285212628
El Salvador,2012,0.8,0.287516254547934,0.228814125639937,0.365762378282986,0.892985913214899
El Salvador,2012,1.0,0.224269469202424,0.31046772445146603,0.307776374003814,0.8020470547167611
El Salvador,2011,0.2,0.35525706051545497,0.11619790862859,0.25253216622840996,0.754275227519196
El Salvador,2011,0.4,0.33661433517413203,0.154827476687602,0.32027372883616,0.699495486205673
El Salvador,2011,0.6,0.309948832593388,0.16039964360762302,0.332669272780929,0.6202193501962671
El Salvador,2011,0.8,0.30852318606356,0.237345463401406,0.32721719948595995,0.492059607265372
El Salvador,2011,1.0,0.260643059056859,0.282543603280731,0.27915103314495,0.336757767767299
El Salvador,2010,0.2,0.368536995187602,0.129242265554584,0.275761993905023,0.787899181220846
El Salvador,2010,0.4,0.353501944315882,0.14054347990101498,0.339897459894243,0.7395820893582351
El Salvador,2010,0.6,0.309886759715413,0.17083927260630802,0.366112190895846,0.6625869190658981
El Salvador,2010,0.8,0.308358459312863,0.257288220649336,0.34981915222986,0.536846869761164
El Salvador,2010,1.0,0.248833993356763,0.312761079666398,0.273956176351834,0.39017575835213003
El Salvador,2009,0.2,0.393993228084725,0.120315026538382,0.25631938385140196,0.6802153842888959
El Salvador,2009,0.4,0.363315524975371,0.14945594690671501,0.34588508873636103,0.5894017002027
El Salvador,2009,0.6,0.349037139602677,0.218861742805782,0.33127230245349404,0.496111806370242
El Salvador,2009,0.8,0.34390857352953097,0.288828755163779,0.338922604196074,0.382227962618164
El Salvador,2009,1.0,0.254588605278134,0.306701413218117,0.28178911080282903,0.262143080256836
El Salvador,2008,0.2,0.43174898511584603,0.204412090816764,0.29742349827509,0.5663423682616601
El Salvador,2008,0.4,0.390925986574422,0.226708738490645,0.33756127582059003,0.45780916006667705
El Salvador,2008,0.6,0.370066181233543,0.283528687105284,0.369848960145849,0.37454000676261
El Salvador,2008,0.8,0.33502254425091205,0.329029274999951,0.35421195294179597,0.330752839037757
El Salvador,2008,1.0,0.277875287195349,0.28239898985519,0.280259521787283,0.25404176981953397
El Salvador,2007,0.2,0.3386048693382,0.484633707610638,0.318239356489022,0.531865224564363
El Salvador,2007,0.4,0.343750703443042,0.311609835466258,0.38332353579251605,0.43317027426116
El Salvador,2007,0.6,0.314884596696524,0.308493964321647,0.403784144300589,0.32419230042083
El Salvador,2007,0.8,0.314872648623358,0.319153018018762,0.392231528176719,0.253039911069297
El Salvador,2007,1.0,0.246386664042367,0.276892146941042,0.334747615749001,0.203658417123225
Eswatini,2016,0.2,0.275331903386466,0.147627176628301,0.7622754497519231,0.9686064547960549
Eswatini,2016,0.4,0.251352344918718,0.145312966002784,0.739050109641188,0.943267235001593
Eswatini,2016,0.6,0.246002730483571,0.115938803284133,0.6846959268559689,0.894423792175148
Eswatini,2016,0.8,0.223882094885033,0.135334585752449,0.540050700210022,0.7851892495459499
Eswatini,2016,1.0,0.166326422219678,0.13988000342227,0.395879037359798,0.46886835973777
Ethiopia,2018,0.2,0.109553704754754,0.114891120849764,0.113191685746217,0.301364313160806
