iso3,real_estate_share_of_value_added,home_ownership_rate,self_employment,k_pub_share,real_est_k_to_va_shares_ratio,k_real_est_share,k_labor_share,owner_occupied_share_of_value_added
UGA,0.06528940005412706,0.7847374229581947,0.814395150430606,0.2656963866168694,3.705328168012808,0.24191865309321395,0.5444609929892444,0.05123503554496229
UKR,0.055684103064172895,0.8092505064145847,0.192720230501339,0.21670458370472365,3.705328168012808,0.20632787559420812,0.616324478483218,0.04506238860392384
URY,0.11073283253506262,0.6020817503483655,0.293526339692597,0.3253798174644857,3.705328168012808,0.41030148351601264,0.42758514716966234,0.06667021763374294
USA,0.12010412341436205,0.6599999999999999,0.0608221746093672,0.25723902214280914,3.705328168012808,0.4450251915817223,0.44904435141325416,0.07926872145347895
UZB,0.05407065197470082,0.8092505064145847,0.458801686625166,0.3842285751090173,3.705328168012808,0.20034950982467628,0.4536384826054496,0.0437567024926934
VCT,0.11481152984982144,0.7655209344355568,0.25621738517229997,0.33151248934956795,3.705328168012808,0.4254143955651867,0.3428238850350327,0.08789062961461114
VEN,0.07019097130394586,0.7709548866936655,0.405515217805686,0.6264135157875761,3.705328168012808,0.2600805831126893,0.1730760877275581,0.05411407232855191
VGB,0.09768398532568508,0.6599999999999999,,,3.705328168012808,0.3619512223910107,,0.06447143031495214
VIR,0.09647899242023716,0.6599999999999999,0.111169791391603,,3.705328168012808,0.35748632823619897,,0.06367613499735653
VNM,0.03888090260472468,0.8806458281688716,0.529734970766804,0.300167152003821,3.705328168012808,0.1440665036190489,0.572961282605188,0.034240304674291004
VUT,0.06516607571432805,0.8092505064145847,0.6017393050080301,,3.705328168012808,0.24146169594315506,,0.05273567977287114
WSM,0.07452978448360781,0.942590027700831,0.44657830178316404,,3.705328168012808,0.27615730980303593,,0.07025103162094085
XKX,0.07019097130394586,0.9686,,,3.705328168012808,0.2600805831126893,,0.06798697480500196
YEM,0.053764148460121085,0.805990992136218,0.538032336535163,0.3948540622231117,3.705328168012808,0.19921381371850908,0.44458139841066746,0.04333341935873191
ZAF,0.07019097130394586,0.5309518004678287,0.163133948389721,0.23603172986383486,3.705328168012808,0.2600805831126893,0.62587801626576,0.037268022590415756
ZMB,0.02970852469515923,0.7049111135156466,0.7380312038886799,0.20517360021181355,3.705328168012808,0.1100798333830776,0.7172299018625043,0.020941869223771777
ZWE,0.039711966490975886,0.5994035507710143,0.714928607252313,0.2319403812419987,3.705328168012808,0.1471458680461937,0.6798598629698297,0.023803493722790482
