iso3,year,income_cat,country,liquidity_share,liquidity
HRV,2017,q4,Croatia,0.5035805252553498,1360.5
HRV,2017,q5,Croatia,0.6560865757704368,1360.5
HRV,2021,q1,Croatia,0.7158174648596305,1864.0
HRV,2021,q2,Croatia,0.7890728260798056,1864.0
HRV,2021,q3,Croatia,0.7682162877989943,1864.0
HRV,2021,q4,Croatia,0.8757889338056615,1864.0
HRV,2021,q5,Croatia,0.8465077813642645,1864.0
CYP,2014,q1,Cyprus,0.5751739847938995,1467.5
CYP,2014,q2,Cyprus,0.7212503271401263,1467.5
CYP,2014,q3,Cyprus,0.7243739009404496,1467.5
CYP,2014,q4,Cyprus,0.8928025744415942,1467.5
CYP,2014,q5,Cyprus,0.8236799026073993,1467.5
CYP,2017,q1,Cyprus,0.34900178032097284,1862.5
CYP,2017,q2,Cyprus,0.5096466260538182,1862.5
CYP,2017,q3,Cyprus,0.6103023275858381,1862.5
CYP,2017,q4,Cyprus,0.6995456361174008,1862.5
CYP,2017,q5,Cyprus,0.8613366559438285,1862.5
CYP,2021,q1,Cyprus,0.8174059542564686,2211.0
CYP,2021,q2,Cyprus,0.8799636063429045,2211.0
CYP,2021,q3,Cyprus,0.8942157292554168,2211.0
CYP,2021,q4,Cyprus,0.9531814360680242,2211.0
CYP,2021,q5,Cyprus,0.9555441532436982,2211.0
CZE,2014,q1,Czech Republic,0.6008409889831359,1513.5
CZE,2014,q2,Czech Republic,0.7548665667573632,1513.5
CZE,2014,q3,Czech Republic,0.6941645923723933,1513.5
CZE,2014,q4,Czech Republic,0.7834632054063557,1513.5
CZE,2014,q5,Czech Republic,0.8307878935819966,1513.5
CZE,2017,q1,Czech Republic,0.4216055565864848,1831.5
CZE,2017,q2,Czech Republic,0.4599803176385237,1831.5
CZE,2017,q3,Czech Republic,0.5803838084958046,1831.5
CZE,2017,q4,Czech Republic,0.6841056085276672,1831.5
CZE,2017,q5,Czech Republic,0.772123228676445,1831.5
CZE,2021,q1,Czech Republic,0.9370598310858056,2322.0
CZE,2021,q2,Czech Republic,0.9420413725954563,2322.0
CZE,2021,q3,Czech Republic,0.9662383948013448,2322.0
CZE,2021,q4,Czech Republic,0.9693041986190789,2322.0
CZE,2021,q5,Czech Republic,0.9591807836849434,2322.0
DNK,2014,q1,Denmark,0.855930241671573,2482.0
DNK,2014,q2,Denmark,0.8939630002962847,2482.0
DNK,2014,q3,Denmark,0.9389497886420513,2482.0
DNK,2014,q4,Denmark,0.9352324493970452,2482.0
DNK,2014,q5,Denmark,0.9490598145974668,2482.0
DNK,2017,q1,Denmark,0.6886697427131804,2828.5
DNK,2017,q2,Denmark,0.7750043006955338,2828.5
DNK,2017,q3,Denmark,0.8446629138240221,2828.5
DNK,2017,q4,Denmark,0.8764951710891423,2828.5
DNK,2017,q5,Denmark,0.8963599662465801,2828.5
DNK,2021,q1,Denmark,0.9653193856626491,3632.0
DNK,2021,q2,Denmark,0.9590030057865251,3632.0
DNK,2021,q3,Denmark,0.9627984441805811,3632.0
DNK,2021,q4,Denmark,0.9785393235779294,3632.0
DNK,2021,q5,Denmark,0.9705936916556823,3632.0
DOM,2014,q1,Dominican Republic,0.5863262635314859,634.0
DOM,2014,q2,Dominican Republic,0.6065543191149947,634.0
DOM,2014,q3,Dominican Republic,0.7066726113294529,634.0
DOM,2014,q4,Dominican Republic,0.7280943639374932,634.0
DOM,2014,q5,Dominican Republic,0.8538846757969596,634.0
DOM,2017,q1,Dominican Republic,0.32915346635668585,787.0
DOM,2017,q2,Dominican Republic,0.4050303588978,787.0
DOM,2017,q3,Dominican Republic,0.39847740024996514,787.0
DOM,2017,q4,Dominican Republic,0.6142481144271518,787.0
DOM,2017,q5,Dominican Republic,0.6808413663098241,787.0
DOM,2021,q1,Dominican Republic,0.8371197058182942,976.5
DOM,2021,q2,Dominican Republic,0.8535424381257612,976.5
DOM,2021,q3,Dominican Republic,0.922553952197341,976.5
DOM,2021,q4,Dominican Republic,0.8873818352422463,976.5
DOM,2021,q5,Dominican Republic,0.9583269635441302,976.5
ECU,2014,q1,Ecuador,0.39688574342031946,576.5
ECU,2014,q2,Ecuador,0.5213318828651313,576.5
ECU,2014,q3,Ecuador,0.6176830631849614,576.5
ECU,2014,q4,Ecuador,0.646903941380771,576.5
ECU,2014,q5,Ecuador,0.7274212056139118,576.5
ECU,2017,q1,Ecuador,0.16016566087019293,570.5
ECU,2017,q2,Ecuador,0.29165819763788603,570.5
ECU,2017,q3,Ecuador,0.4209781051721432,570.5
ECU,2017,q4,Ecuador,0.568428369905641,570.5
ECU,2017,q5,Ecuador,0.6601155904234149,570.5
ECU,2021,q1,Ecuador,0.8325150816913002,579.5
ECU,2021,q2,Ecuador,0.9301412398817906,579.5
ECU,2021,q3,Ecuador,0.8635388298895516,579.5
ECU,2021,q4,Ecuador,0.9003426891716327,579.5
ECU,2021,q5,Ecuador,0.957662214826319,579.5
EGY,2014,q1,"Egypt, Arab Rep.",0.3571861206230078,503.0
EGY,2014,q2,"Egypt, Arab Rep.",0.4028176907992458,503.0
EGY,2014,q3,"Egypt, Arab Rep.",0.5455874300790371,503.0
EGY,2014,q4,"Egypt, Arab Rep.",0.6436329967529459,503.0
EGY,2014,q5,"Egypt, Arab Rep.",0.7556494194139484,503.0
EGY,2017,q1,"Egypt, Arab Rep.",0.2143274784821951,539.5
EGY,2017,q2,"Egypt, Arab Rep.",0.315377898014441,539.5
EGY,2017,q3,"Egypt, Arab Rep.",0.35890705058140976,539.5
EGY,2017,q4,"Egypt, Arab Rep.",0.43281489593573075,539.5
EGY,2017,q5,"Egypt, Arab Rep.",0.5947862449078751,539.5
EGY,2021,q1,"Egypt, Arab Rep.",0.7226475332368603,652.5
EGY,2021,q2,"Egypt, Arab Rep.",0.8538118983428028,652.5
EGY,2021,q3,"Egypt, Arab Rep.",0.8580376915600908,652.5
EGY,2021,q4,"Egypt, Arab Rep.",0.9322670514519624,652.5
EGY,2021,q5,"Egypt, Arab Rep.",0.892996490602142,652.5
SLV,2014,q1,El Salvador,0.3702690762632019,350.0
SLV,2014,q2,El Salvador,0.6193583651318922,350.0
SLV,2014,q3,El Salvador,0.6578689001959552,350.0
SLV,2014,q4,El Salvador,0.7133875106789143,350.0
SLV,2014,q5,El Salvador,0.8391635648842161,350.0
SLV,2017,q1,El Salvador,0.2338128201450236,407.0
SLV,2017,q2,El Salvador,0.32317239868066117,407.0
SLV,2017,q3,El Salvador,0.4012318888333557,407.0
SLV,2017,q4,El Salvador,0.4777706015886342,407.0
SLV,2017,q5,El Salvador,0.6430289769343789,407.0
SLV,2021,q1,El Salvador,0.6067303821380138,480.0
SLV,2021,q2,El Salvador,0.8176258470481496,480.0
SLV,2021,q3,El Salvador,0.7961964274544628,480.0
SLV,2021,q4,El Salvador,0.8038629584914617,480.0
SLV,2021,q5,El Salvador,0.8701303582579234,480.0
EST,2014,q1,Estonia,0.6448458772166988,1406.0
EST,2014,q2,Estonia,0.587822574399005,1406.0
EST,2014,q3,Estonia,0.7043555558381869,1406.0
EST,2014,q4,Estonia,0.8461445724788478,1406.0
EST,2014,q5,Estonia,0.9001050147629677,1406.0
EST,2017,q1,Estonia,0.4773884784455506,1649.5
EST,2017,q2,Estonia,0.5334853987750704,1649.5
EST,2017,q3,Estonia,0.7004482504519701,1649.5
EST,2017,q4,Estonia,0.8616561149923947,1649.5
EST,2017,q5,Estonia,0.8826766212627368,1649.5
EST,2021,q1,Estonia,0.9165775978045064,2197.0
EST,2021,q2,Estonia,0.9019566766897998,2197.0
EST,2021,q3,Estonia,0.9461138544805108,2197.0
EST,2021,q4,Estonia,0.9494305171573553,2197.0
EST,2021,q5,Estonia,0.9500981020807837,2197.0
ETH,2014,q1,Ethiopia,0.47782979633564565,74.0
ETH,2014,q2,Ethiopia,0.6428400798775784,74.0
ETH,2014,q3,Ethiopia,0.6779965063988527,74.0
ETH,2014,q4,Ethiopia,0.7617581666669556,74.0
ETH,2014,q5,Ethiopia,0.8003844372098706,74.0
ETH,2017,q1,Ethiopia,0.29114422145886876,99.0
ETH,2017,q2,Ethiopia,0.3447554557000077,99.0
ETH,2017,q3,Ethiopia,0.3443028390926864,99.0
ETH,2017,q4,Ethiopia,0.552107969633071,99.0
ETH,2017,q5,Ethiopia,0.7200936003672104,99.0
ETH,2022,q1,Ethiopia,0.43800146171546145,140.0
ETH,2022,q2,Ethiopia,0.5400846797583522,140.0
ETH,2022,q3,Ethiopia,0.6244206108947397,140.0
ETH,2022,q4,Ethiopia,0.7406935108693699,140.0
ETH,2022,q5,Ethiopia,0.7381439130639298,140.0
FIN,2014,q1,Finland,0.7945524018835868,2109.0
FIN,2014,q2,Finland,0.805154730114719,2109.0
FIN,2014,q3,Finland,0.9041770156522264,2109.0
FIN,2014,q4,Finland,0.9389142439225321,2109.0
FIN,2014,q5,Finland,0.9327379628486231,2109.0
FIN,2017,q1,Finland,0.7260882438580241,2379.5
FIN,2017,q2,Finland,0.7306148527091462,2379.5
FIN,2017,q3,Finland,0.8900904407660354,2379.5
FIN,2017,q4,Finland,0.8983940383061721,2379.5
FIN,2017,q5,Finland,0.9519579671681377,2379.5
FIN,2021,q1,Finland,0.858987983444146,2937.5
FIN,2021,q2,Finland,0.9655540082568154,2937.5
FIN,2021,q3,Finland,0.9660858494782135,2937.5
FIN,2021,q4,Finland,0.9854954511961508,2937.5
FIN,2021,q5,Finland,0.9756661047682642,2937.5
FRA,2014,q1,France,0.67281736238221,2050.5
FRA,2014,q2,France,0.7715014975120508,2050.5
FRA,2014,q3,France,0.8539161334189574,2050.5
FRA,2014,q4,France,0.9242263132792026,2050.5
FRA,2014,q5,France,0.8295097931408613,2050.5
FRA,2017,q1,France,0.5373241108808983,2279.0
FRA,2017,q2,France,0.7419235088877715,2279.0
FRA,2017,q3,France,0.804451655390983,2279.0
FRA,2017,q4,France,0.762785534125983,2279.0
FRA,2017,q5,France,0.8531905809520822,2279.0
FRA,2021,q1,France,0.8235077536805658,2751.0
FRA,2021,q2,France,0.9133305761308912,2751.0
FRA,2021,q3,France,0.8546584919755789,2751.0
FRA,2021,q4,France,0.965190320743977,2751.0
FRA,2021,q5,France,0.9661933675426787,2751.0
GAB,2014,q1,Gabon,0.5190086920566919,698.0
GAB,2014,q2,Gabon,0.6039156897899683,698.0
GAB,2014,q3,Gabon,0.7249409265595278,698.0
GAB,2014,q4,Gabon,0.8005698195111742,698.0
GAB,2014,q5,Gabon,0.8546106507146556,698.0
GAB,2017,q1,Gabon,0.09837439831997963,678.0
GAB,2017,q2,Gabon,0.24030189308093786,678.0
GAB,2017,q3,Gabon,0.23897868658545096,678.0
GAB,2017,q4,Gabon,0.3297696562149846,678.0
GAB,2017,q5,Gabon,0.49390063549969254,678.0
GAB,2021,q1,Gabon,0.8414677236029972,643.0
GAB,2021,q2,Gabon,0.8981074796227932,643.0
GAB,2021,q3,Gabon,0.8507222815519547,643.0
GAB,2021,q4,Gabon,0.8387631862491136,643.0
GAB,2021,q5,Gabon,0.8268418271927102,643.0
GMB,2022,q1,"Gambia, The",0.7648212795874717,123.0
GMB,2022,q2,"Gambia, The",0.7512086578578775,123.0
GMB,2022,q3,"Gambia, The",0.83324012790638,123.0
GMB,2022,q4,"Gambia, The",0.8360646503039096,123.0
GMB,2022,q5,"Gambia, The",0.8441968874453861,123.0
GEO,2014,q1,Georgia,0.46680874707967235,571.0
GEO,2014,q2,Georgia,0.5108379420594754,571.0
GEO,2014,q3,Georgia,0.62504843295889,571.0
GEO,2014,q4,Georgia,0.6488982764834152,571.0
GEO,2014,q5,Georgia,0.7607482302683137,571.0
GEO,2017,q1,Georgia,0.21873481395194855,646.0
GEO,2017,q2,Georgia,0.28151743839779875,646.0
GEO,2017,q3,Georgia,0.3579685537362052,646.0
GEO,2017,q4,Georgia,0.4677877189479663,646.0
GEO,2017,q5,Georgia,0.6879355920289095,646.0
GEO,2021,q1,Georgia,0.8264164314126174,801.0
GEO,2021,q2,Georgia,0.7282195812288078,801.0
GEO,2021,q3,Georgia,0.7983969746065444,801.0
GEO,2021,q4,Georgia,0.8615770749992511,801.0
GEO,2021,q5,Georgia,0.9136764162075136,801.0
DEU,2014,q1,Germany,0.7227352925159002,2397.5
DEU,2014,q2,Germany,0.9040648655432779,2397.5
DEU,2014,q3,Germany,0.9418634968021555,2397.5
DEU,2014,q4,Germany,0.9402404409742707,2397.5
DEU,2014,q5,Germany,0.9823030222746219,2397.5
DEU,2017,q1,Germany,0.706281068838127,2717.0
DEU,2017,q2,Germany,0.8306947828307477,2717.0
DEU,2017,q3,Germany,0.90063486048611,2717.0
DEU,2017,q4,Germany,0.9034568744880026,2717.0
DEU,2017,q5,Germany,0.9173678650405468,2717.0
DEU,2021,q1,Germany,0.8342961998076782,3216.5
DEU,2021,q2,Germany,0.8512712153336954,3216.5
DEU,2021,q3,Germany,0.848314958430135,3216.5
DEU,2021,q4,Germany,0.9228499960570425,3216.5
DEU,2021,q5,Germany,0.8958081351113073,3216.5
GHA,2014,q1,Ghana,0.5631794473460657,255.0
GHA,2014,q2,Ghana,0.6105665249147745,255.0
GHA,2014,q3,Ghana,0.6241753090101194,255.0
GHA,2014,q4,Ghana,0.7343166827570986,255.0
GHA,2014,q5,Ghana,0.6913977422611448,255.0
GHA,2017,q1,Ghana,0.4005607102522249,234.5
GHA,2017,q2,Ghana,0.45411562854272813,234.5
GHA,2017,q3,Ghana,0.4991461269326299,234.5
GHA,2017,q4,Ghana,0.5993162484174933,234.5
GHA,2017,q5,Ghana,0.565030210409101,234.5
GHA,2021,q1,Ghana,0.5507396008572426,290.0
GHA,2021,q2,Ghana,0.7019305863462403,290.0
GHA,2021,q3,Ghana,0.7716253548007684,290.0
GHA,2021,q4,Ghana,0.8207757105262415,290.0
GHA,2021,q5,Ghana,0.870254092223848,290.0
GRC,2014,q1,Greece,0.5021907782645976,1340.0
GRC,2014,q2,Greece,0.5786170269654518,1340.0
GRC,2014,q3,Greece,0.6507251606600472,1340.0
GRC,2014,q4,Greece,0.7859715666556017,1340.0
GRC,2014,q5,Greece,0.8045688716776856,1340.0
GRC,2017,q1,Greece,0.2573538359194378,1423.0
GRC,2017,q2,Greece,0.4855772522140396,1423.0
GRC,2017,q3,Greece,0.5622563315598258,1423.0
GRC,2017,q4,Greece,0.598468686364632,1423.0
GRC,2017,q5,Greece,0.8072383345233046,1423.0
GRC,2021,q1,Greece,0.9348279971281723,1638.0
GRC,2021,q2,Greece,0.9514905465480363,1638.0
GRC,2021,q3,Greece,0.9517769928337811,1638.0
GRC,2021,q4,Greece,0.9434800277091023,1638.0
GRC,2021,q5,Greece,0.955653935883268,1638.0
GTM,2014,q1,Guatemala,0.5009351380815495,378.0
GTM,2014,q2,Guatemala,0.4500521901010613,378.0
GTM,2014,q3,Guatemala,0.5600720091237743,378.0
GTM,2014,q4,Guatemala,0.6522263521557549,378.0
GTM,2014,q5,Guatemala,0.8196145817104452,378.0
GTM,2017,q1,Guatemala,0.2572419150527347,407.5
GTM,2017,q2,Guatemala,0.3069878757022909,407.5
GTM,2017,q3,Guatemala,0.3845887041613926,407.5
GTM,2017,q4,Guatemala,0.4333083692423931,407.5
GTM,2017,q5,Guatemala,0.7219356758962342,407.5
GTM,2022,q1,Guatemala,0.6859799937561722,530.0
GTM,2022,q2,Guatemala,0.7243874215188748,530.0
GTM,2022,q3,Guatemala,0.7588256149366879,530.0
GTM,2022,q4,Guatemala,0.8418440556557689,530.0
GTM,2022,q5,Guatemala,0.8750588603208038,530.0
GIN,2014,q1,Guinea,0.5827838185634295,86.0
GIN,2014,q2,Guinea,0.6184520308062049,86.0
GIN,2014,q3,Guinea,0.6217709642934741,86.0
GIN,2014,q4,Guinea,0.6610053590293195,86.0
GIN,2014,q5,Guinea,0.80557713613978,86.0
GIN,2017,q1,Guinea,0.29328010645325747,118.5
GIN,2017,q2,Guinea,0.390745592613552,118.5
GIN,2017,q3,Guinea,0.35579716402518347,118.5
GIN,2017,q4,Guinea,0.3673685256673289,118.5
GIN,2017,q5,Guinea,0.43949415088777083,118.5
GIN,2021,q1,Guinea,0.736795746195456,125.0
GIN,2021,q2,Guinea,0.7480654350385711,125.0
GIN,2021,q3,Guinea,0.6502915062735352,125.0
GIN,2021,q4,Guinea,0.7297069008333319,125.0
GIN,2021,q5,Guinea,0.7649327597918253,125.0
HTI,2014,q1,Haiti,0.5488110273979702,151.0
HTI,2014,q2,Haiti,0.5046790795896396,151.0
HTI,2014,q3,Haiti,0.49941787647643027,151.0
HTI,2014,q4,Haiti,0.693960956491376,151.0
HTI,2014,q5,Haiti,0.7406202275897149,151.0
HTI,2017,q1,Haiti,0.251996661893045,160.5
HTI,2017,q2,Haiti,0.3816628757482653,160.5
HTI,2017,q3,Haiti,0.32330759625881833,160.5
HTI,2017,q4,Haiti,0.5104681463902885,160.5
HTI,2017,q5,Haiti,0.5987154566496018,160.5
HND,2014,q1,Honduras,0.4770630763583869,201.0
HND,2014,q2,Honduras,0.5401964216905837,201.0
HND,2014,q3,Honduras,0.6619047468393126,201.0
HND,2014,q4,Honduras,0.7323006955636858,201.0
HND,2014,q5,Honduras,0.8170205599773815,201.0
HND,2017,q1,Honduras,0.29394540204769776,255.5
HND,2017,q2,Honduras,0.3683326411361058,255.5
HND,2017,q3,Honduras,0.4837312064228097,255.5
HND,2017,q4,Honduras,0.5070071490418159,255.5
HND,2017,q5,Honduras,0.7704581169763755,255.5
HND,2021,q1,Honduras,0.6051935832260081,282.0
HND,2021,q2,Honduras,0.7143688045913935,282.0
HND,2021,q3,Honduras,0.8160775726116336,282.0
HND,2021,q4,Honduras,0.867511000200088,282.0
HND,2021,q5,Honduras,0.8481365022537619,282.0
HKG,2014,q1,"Hong Kong SAR, China",0.6582525262097279,2795.5
HKG,2014,q2,"Hong Kong SAR, China",0.827775485895971,2795.5
HKG,2014,q3,"Hong Kong SAR, China",0.8310454796802872,2795.5
HKG,2014,q4,"Hong Kong SAR, China",0.9101269004121164,2795.5
HKG,2014,q5,"Hong Kong SAR, China",0.9268441501449729,2795.5
HKG,2017,q1,"Hong Kong SAR, China",0.473021478102544,3122.0
HKG,2017,q2,"Hong Kong SAR, China",0.6060590140435264,3122.0
HKG,2017,q3,"Hong Kong SAR, China",0.7564922917668707,3122.0
HKG,2017,q4,"Hong Kong SAR, China",0.8455716037275511,3122.0
HKG,2017,q5,"Hong Kong SAR, China",0.9572654086139507,3122.0
HKG,2021,q1,"Hong Kong SAR, China",0.8207107640046256,3542.0
HKG,2021,q2,"Hong Kong SAR, China",0.9643198745388595,3542.0
HKG,2021,q3,"Hong Kong SAR, China",1.0,3542.0
HKG,2021,q4,"Hong Kong SAR, China",1.0,3542.0
HKG,2021,q5,"Hong Kong SAR, China",0.996459659625196,3542.0
HUN,2014,q1,Hungary,0.4057027323193389,1226.5
HUN,2014,q2,Hungary,0.5811506256065483,1226.5
HUN,2014,q3,Hungary,0.5744715940316364,1226.5
HUN,2014,q4,Hungary,0.688668628321671,1226.5
HUN,2014,q5,Hungary,0.7438579816583144,1226.5
HUN,2017,q1,Hungary,0.37048972785851136,1415.0
HUN,2017,q2,Hungary,0.4666643380149256,1415.0
HUN,2017,q3,Hungary,0.5286504354771977,1415.0
HUN,2017,q4,Hungary,0.5358827940817178,1415.0
HUN,2017,q5,Hungary,0.6680659138060216,1415.0
HUN,2021,q1,Hungary,0.7836745576602213,1870.5
HUN,2021,q2,Hungary,0.8260778435561448,1870.5
HUN,2021,q3,Hungary,0.947222601168798,1870.5
HUN,2021,q4,Hungary,0.9335097585376262,1870.5
HUN,2021,q5,Hungary,0.9738817440597065,1870.5
ISL,2021,q1,Iceland,0.9078746418988702,2927.5
ISL,2021,q2,Iceland,0.9770552892927286,2927.5
ISL,2021,q3,Iceland,0.974762890612199,2927.5
ISL,2021,q4,Iceland,0.9847707437762382,2927.5
ISL,2021,q5,Iceland,0.9353890990910421,2927.5
IND,2014,q1,India,0.4670052756184468,256.5
IND,2014,q2,India,0.5717894693843828,256.5
IND,2014,q3,India,0.6347397973273815,256.5
IND,2014,q4,India,0.7240820704762815,256.5
IND,2014,q5,India,0.8215215045215647,256.5
IND,2017,q1,India,0.20583710844453895,302.5
IND,2017,q2,India,0.36971545455172017,302.5
IND,2017,q3,India,0.43324729794656197,302.5
IND,2017,q4,India,0.550370496953087,302.5
IND,2017,q5,India,0.686098062292585,302.5
IND,2021,q1,India,0.7133798521391893,361.0
IND,2021,q2,India,0.7668381885345583,361.0
IND,2021,q3,India,0.7892533759779029,361.0
IND,2021,q4,India,0.8608414026622556,361.0
IND,2021,q5,India,0.9404482006108256,361.0
IDN,2014,q1,Indonesia,0.4619336919907075,494.5
IDN,2014,q2,Indonesia,0.6093206100717863,494.5
IDN,2014,q3,Indonesia,0.6947561961070389,494.5
IDN,2014,q4,Indonesia,0.7638103781644533,494.5
IDN,2014,q5,Indonesia,0.8254601470177059,494.5
IDN,2017,q1,Indonesia,0.20533183624548423,530.0
IDN,2017,q2,Indonesia,0.31948347359746,530.0
IDN,2017,q3,Indonesia,0.501885903372729,530.0
IDN,2017,q4,Indonesia,0.5731560179986287,530.0
IDN,2017,q5,Indonesia,0.6089338798690499,530.0
IDN,2021,q1,Indonesia,0.8256938111258758,636.5
IDN,2021,q2,Indonesia,0.8184991085402058,636.5
IDN,2021,q3,Indonesia,0.8631819101620224,636.5
IDN,2021,q4,Indonesia,0.9105761000300808,636.5
IDN,2021,q5,Indonesia,0.9092211340116997,636.5
IRN,2017,q1,"Iran, Islamic Rep.",0.2648441235639346,759.0
IRN,2017,q2,"Iran, Islamic Rep.",0.2540358389892323,759.0
IRN,2017,q3,"Iran, Islamic Rep.",0.2906379163831488,759.0
IRN,2017,q4,"Iran, Islamic Rep.",0.4142453449743033,759.0
IRN,2017,q5,"Iran, Islamic Rep.",0.5727053826192985,759.0
IRN,2021,q1,"Iran, Islamic Rep.",0.8490236743342783,827.5
IRN,2021,q2,"Iran, Islamic Rep.",0.8625915073297366,827.5
IRN,2021,q3,"Iran, Islamic Rep.",0.9298568192584046,827.5
IRN,2021,q4,"Iran, Islamic Rep.",0.9212873248907563,827.5
IRN,2021,q5,"Iran, Islamic Rep.",0.9363599465921132,827.5
IRQ,2014,q1,Iraq,0.29637363512668585,646.5
IRQ,2014,q2,Iraq,0.3873634324287556,646.5
IRQ,2014,q3,Iraq,0.4498773013862608,646.5
IRQ,2014,q4,Iraq,0.6115949962508459,646.5
IRQ,2014,q5,Iraq,0.7008050422140695,646.5
IRQ,2017,q1,Iraq,0.21291553031637359,495.0
IRQ,2017,q2,Iraq,0.26052247210169344,495.0
IRQ,2017,q3,Iraq,0.48396937403186213,495.0
IRQ,2017,q4,Iraq,0.4123580404699248,495.0
IRQ,2017,q5,Iraq,0.6007466904159819,495.0
IRQ,2021,q1,Iraq,0.798576567725067,480.0
IRQ,2021,q2,Iraq,0.8355048767129608,480.0
IRQ,2021,q3,Iraq,0.9110657273445532,480.0
IRQ,2021,q4,Iraq,0.9059056386415131,480.0
IRQ,2021,q5,Iraq,0.9112627355367815,480.0
IRL,2014,q1,Ireland,0.7253431583212738,2163.0
IRL,2014,q2,Ireland,0.8150558300385012,2163.0
IRL,2014,q3,Ireland,0.8828295420400105,2163.0
IRL,2014,q4,Ireland,0.8946975646958328,2163.0
IRL,2014,q5,Ireland,0.9269782039395038,2163.0
IRL,2017,q1,Ireland,0.4009601343581104,3100.0
IRL,2017,q2,Ireland,0.7141714985840133,3100.0
IRL,2017,q3,Ireland,0.6720221081427878,3100.0
IRL,2017,q4,Ireland,0.7366618128063224,3100.0
IRL,2017,q5,Ireland,0.8000826483853885,3100.0
IRL,2021,q1,Ireland,0.8994218239610022,4252.5
IRL,2021,q2,Ireland,0.9339865249786669,4252.5
IRL,2021,q3,Ireland,0.9370279712388037,4252.5
IRL,2021,q4,Ireland,0.9460063313956131,4252.5
IRL,2021,q5,Ireland,0.9452273991035945,4252.5
ISR,2014,q1,Israel,0.9434824665661066,1725.5
ISR,2014,q2,Israel,0.989816138378623,1725.5
ISR,2014,q3,Israel,0.9738788054505882,1725.5
ISR,2014,q4,Israel,0.9823935010480146,1725.5
ISR,2014,q5,Israel,0.971351818107986,1725.5
ISR,2017,q1,Israel,0.6290916143103688,1957.0
ISR,2017,q2,Israel,0.7487173267348266,1957.0
ISR,2017,q3,Israel,0.8507573621033336,1957.0
ISR,2017,q4,Israel,0.8838003634334448,1957.0
ISR,2017,q5,Israel,0.899266159180131,1957.0
ISR,2021,q1,Israel,0.8625796086360885,2276.5
ISR,2021,q2,Israel,0.9174880383361899,2276.5
ISR,2021,q3,Israel,0.8867072614047521,2276.5
ISR,2021,q4,Israel,0.9032903664190585,2276.5
ISR,2021,q5,Israel,0.9696600381003699,2276.5
ITA,2014,q1,Italy,0.6140862937921374,1810.0
ITA,2014,q2,Italy,0.6808212756969553,1810.0
ITA,2014,q3,Italy,0.7896661059493456,1810.0
ITA,2014,q4,Italy,0.8486936333253656,1810.0
ITA,2014,q5,Italy,0.9009804388644882,1810.0
ITA,2017,q1,Italy,0.4033657851395206,2090.5
ITA,2017,q2,Italy,0.7090162361208183,2090.5
ITA,2017,q3,Italy,0.7995300571229208,2090.5
ITA,2017,q4,Italy,0.7411266654397919,2090.5
ITA,2017,q5,Italy,0.8575980906776653,2090.5
ITA,2021,q1,Italy,0.7783792896609103,2527.5
ITA,2021,q2,Italy,0.8838785287211586,2527.5
ITA,2021,q3,Italy,0.8662658688972599,2527.5
ITA,2021,q4,Italy,0.9373993031091991,2527.5
ITA,2021,q5,Italy,0.9271463812045161,2527.5
JAM,2014,q1,Jamaica,0.5073969693140465,431.5
JAM,2014,q2,Jamaica,0.6613544515161639,431.5
JAM,2014,q3,Jamaica,0.7665157561492257,431.5
JAM,2014,q4,Jamaica,0.8726178937884975,431.5
JAM,2014,q5,Jamaica,0.8269553267301792,431.5
JAM,2021,q1,Jamaica,0.6551791841285213,515.0
JAM,2021,q2,Jamaica,0.6777507718115737,515.0
JAM,2021,q3,Jamaica,0.7018598908644811,515.0
JAM,2021,q4,Jamaica,0.8240696603761737,515.0
JAM,2021,q5,Jamaica,0.8587186534568246,515.0
JPN,2014,q1,Japan,0.7696524406249489,2051.5
JPN,2014,q2,Japan,0.8701747908971985,2051.5
JPN,2014,q3,Japan,0.8792779315401898,2051.5
JPN,2014,q4,Japan,0.8987336473420477,2051.5
JPN,2014,q5,Japan,0.9273082321418861,2051.5
JPN,2017,q1,Japan,0.6315532995117976,2149.0
JPN,2017,q2,Japan,0.7696319341898136,2149.0
JPN,2017,q3,Japan,0.8464665095961478,2149.0
JPN,2017,q4,Japan,0.8407661841901183,2149.0
JPN,2017,q5,Japan,0.8418180885515156,2149.0
JPN,2021,q1,Japan,0.9366438545932995,2322.0
JPN,2021,q2,Japan,0.9523710120197143,2322.0
JPN,2021,q3,Japan,0.9403857750941542,2322.0
JPN,2021,q4,Japan,0.9793318778008301,2322.0
JPN,2021,q5,Japan,0.9800529041418014,2322.0
JOR,2014,q1,Jordan,0.2905395898598122,467.5
JOR,2014,q2,Jordan,0.3548603679613563,467.5
JOR,2014,q3,Jordan,0.555130151100569,467.5
JOR,2014,q4,Jordan,0.7083491802045295,467.5
JOR,2014,q5,Jordan,0.8130649079212826,467.5
JOR,2017,q1,Jordan,0.3726084722778989,479.0
JOR,2017,q2,Jordan,0.5849134357628634,479.0
JOR,2017,q3,Jordan,0.6848727035243406,479.0
JOR,2017,q4,Jordan,0.7390306757343149,479.0
JOR,2017,q5,Jordan,0.8806824410310536,479.0
JOR,2021,q1,Jordan,0.617735628301831,515.0
JOR,2021,q2,Jordan,0.7006667950181851,515.0
JOR,2021,q3,Jordan,0.774148325556901,515.0
JOR,2021,q4,Jordan,0.8260500549700777,515.0
